seed,initial_temp,cooldown
741519,100,0.9,abz5
741519,100,0.9,la01
741519,200,0.5,ft10
741519,200,0.5,abz7
741519,200,0.5,ft20
741519,200,0.5,abz9
741519,200,0.5,la04
741519,200,0.5,la03
741519,200,0.5,abz6
741519,200,0.5,la02
741519,200,0.5,abz5
741519,200,0.5,la01
741519,200,0.8,ft10
741519,200,0.8,abz7
741519,200,0.8,ft20
741519,200,0.8,abz9
741519,200,0.8,la04
741519,200,0.8,la03
741519,200,0.8,abz6
741519,200,0.8,la02
741519,200,0.8,abz5
741519,200,0.8,la01
741519,200,0.9,ft10
741519,200,0.9,abz7
741519,200,0.9,ft20
741519,200,0.9,abz9
741519,200,0.9,la04
741519,200,0.9,la03
741519,200,0.9,abz6
741519,200,0.9,la02
741519,200,0.9,abz5
741519,200,0.9,la01
729981,100,0.5,ft10
729981,100,0.5,abz7
729981,100,0.5,ft20
729981,100,0.5,abz9
729981,100,0.5,la04
729981,100,0.5,la03
729981,100,0.5,abz6
729981,100,0.5,la02
729981,100,0.5,abz5
729981,100,0.5,la01
729981,100,0.8,ft10
729981,100,0.8,abz7
729981,100,0.8,ft20
729981,100,0.8,abz9
729981,100,0.8,la04
729981,100,0.8,la03
729981,100,0.8,abz6
729981,100,0.8,la02
729981,100,0.8,abz5
729981,100,0.8,la01
729981,100,0.9,ft10
729981,100,0.9,abz7
729981,100,0.9,ft20
729981,100,0.9,abz9
729981,100,0.9,la04
729981,100,0.9,la03
729981,100,0.9,abz6
729981,100,0.9,la02
729981,100,0.9,abz5
729981,100,0.9,la01
729981,200,0.5,ft10
729981,200,0.5,abz7
729981,200,0.5,ft20
729981,200,0.5,abz9
729981,200,0.5,la04
729981,200,0.5,la03
729981,200,0.5,abz6
729981,200,0.5,la02
729981,200,0.5,abz5
729981,200,0.5,la01
729981,200,0.8,ft10
729981,200,0.8,abz7
729981,200,0.8,ft20
729981,200,0.8,abz9
729981,200,0.8,la04
729981,200,0.8,la03
729981,200,0.8,abz6
729981,200,0.8,la02
729981,200,0.8,abz5
729981,200,0.8,la01
729981,200,0.9,ft10
729981,200,0.9,abz7
729981,200,0.9,ft20
729981,200,0.9,abz9
729981,200,0.9,la04
729981,200,0.9,la03
729981,200,0.9,abz6
729981,200,0.9,la02
729981,200,0.9,abz5
729981,200,0.9,la01
458995,100,0.5,ft10
458995,100,0.5,abz7
458995,100,0.5,ft20
458995,100,0.5,abz9
458995,100,0.5,la04
458995,100,0.5,la03
458995,100,0.5,abz6
458995,100,0.5,la02
458995,100,0.5,abz5
458995,100,0.5,la01
458995,100,0.8,ft10
458995,100,0.8,abz7
458995,100,0.8,ft20
458995,100,0.8,abz9
458995,100,0.8,la04
458995,100,0.8,la03
458995,100,0.8,abz6
458995,100,0.8,la02
458995,100,0.8,abz5
458995,100,0.8,la01
458995,100,0.9,ft10
458995,100,0.9,abz7
458995,100,0.9,ft20
458995,100,0.9,abz9
458995,100,0.9,la04
458995,100,0.9,la03
458995,100,0.9,abz6
458995,100,0.9,la02
458995,100,0.9,abz5
458995,100,0.9,la01
458995,200,0.5,ft10
458995,200,0.5,abz7
458995,200,0.5,ft20
458995,200,0.5,abz9
458995,200,0.5,la04
458995,200,0.5,la03
458995,200,0.5,abz6
458995,200,0.5,la02
458995,200,0.5,abz5
458995,200,0.5,la01
458995,200,0.8,ft10
458995,200,0.8,abz7
458995,200,0.8,ft20
458995,200,0.8,abz9
458995,200,0.8,la04
458995,200,0.8,la03
458995,200,0.8,abz6
458995,200,0.8,la02
458995,200,0.8,abz5
458995,200,0.8,la01
458995,200,0.9,ft10
458995,200,0.9,abz7
458995,200,0.9,ft20
458995,200,0.9,abz9
458995,200,0.9,la04
458995,200,0.9,la03
458995,200,0.9,abz6
458995,200,0.9,la02
458995,200,0.9,abz5
458995,200,0.9,la01
634044,100,0.5,ft10
634044,100,0.5,abz7
634044,100,0.5,ft20
634044,100,0.5,abz9
634044,100,0.5,la04
634044,100,0.5,la03
634044,100,0.5,abz6
634044,100,0.5,la02
634044,100,0.5,abz5
634044,100,0.5,la01
634044,100,0.8,ft10
634044,100,0.8,abz7
634044,100,0.8,ft20
634044,100,0.8,abz9
634044,100,0.8,la04
634044,100,0.8,la03
634044,100,0.8,abz6
634044,100,0.8,la02
634044,100,0.8,abz5
634044,100,0.8,la01
634044,100,0.9,ft10
634044,100,0.9,abz7
634044,100,0.9,ft20
634044,100,0.9,abz9
634044,100,0.9,la04
634044,100,0.9,la03
634044,100,0.9,abz6
634044,100,0.9,la02
634044,100,0.9,abz5
634044,100,0.9,la01
634044,200,0.5,ft10
634044,200,0.5,abz7
634044,200,0.5,ft20
634044,200,0.5,abz9
634044,200,0.5,la04
634044,200,0.5,la03
634044,200,0.5,abz6
634044,200,0.5,la02
634044,200,0.5,abz5
634044,200,0.5,la01
634044,200,0.8,ft10
634044,200,0.8,abz7
634044,200,0.8,ft20
634044,200,0.8,abz9
634044,200,0.8,la04
634044,200,0.8,la03
634044,200,0.8,abz6
634044,200,0.8,la02
634044,200,0.8,abz5
634044,200,0.8,la01
634044,200,0.9,ft10
634044,200,0.9,abz7
634044,200,0.9,ft20
634044,200,0.9,abz9
634044,200,0.9,la04
634044,200,0.9,la03
634044,200,0.9,abz6
634044,200,0.9,la02
634044,200,0.9,abz5
634044,200,0.9,la01
505485,100,0.5,ft10
505485,100,0.5,abz7
505485,100,0.5,ft20
505485,100,0.5,abz9
505485,100,0.5,la04
505485,100,0.5,la03
505485,100,0.5,abz6
505485,100,0.5,la02
505485,100,0.5,abz5
505485,100,0.5,la01
505485,100,0.8,ft10
505485,100,0.8,abz7
505485,100,0.8,ft20
505485,100,0.8,abz9
505485,100,0.8,la04
505485,100,0.8,la03
505485,100,0.8,abz6
505485,100,0.8,la02
505485,100,0.8,abz5
505485,100,0.8,la01
505485,100,0.9,ft10
505485,100,0.9,abz7
505485,100,0.9,ft20
505485,100,0.9,abz9
505485,100,0.9,la04
505485,100,0.9,la03
505485,100,0.9,abz6
505485,100,0.9,la02
505485,100,0.9,abz5
505485,100,0.9,la01
505485,200,0.5,ft10
505485,200,0.5,abz7
505485,200,0.5,ft20
505485,200,0.5,abz9
505485,200,0.5,la04
505485,200,0.5,la03
505485,200,0.5,abz6
505485,200,0.5,la02
505485,200,0.5,abz5
505485,200,0.5,la01
505485,200,0.8,ft10
505485,200,0.8,abz7
505485,200,0.8,ft20
505485,200,0.8,abz9
505485,200,0.8,la04
505485,200,0.8,la03
505485,200,0.8,abz6
505485,200,0.8,la02
505485,200,0.8,abz5
505485,200,0.8,la01
505485,200,0.9,ft10
505485,200,0.9,abz7
505485,200,0.9,ft20
505485,200,0.9,abz9
505485,200,0.9,la04
505485,200,0.9,la03
505485,200,0.9,abz6
505485,200,0.9,la02
505485,200,0.9,abz5
505485,200,0.9,la01
715603,100,0.5,ft10
715603,100,0.5,abz7
715603,100,0.5,ft20
715603,100,0.5,abz9
715603,100,0.5,la04
715603,100,0.5,la03
715603,100,0.5,abz6
715603,100,0.5,la02
715603,100,0.5,abz5
715603,100,0.5,la01
715603,100,0.8,ft10
715603,100,0.8,abz7
715603,100,0.8,ft20
715603,100,0.8,abz9
715603,100,0.8,la04
715603,100,0.8,la03
715603,100,0.8,abz6
715603,100,0.8,la02
715603,100,0.8,abz5
715603,100,0.8,la01
715603,100,0.9,ft10
715603,100,0.9,abz7
715603,100,0.9,ft20
715603,100,0.9,abz9
715603,100,0.9,la04
715603,100,0.9,la03
715603,100,0.9,abz6
715603,100,0.9,la02
715603,100,0.9,abz5
715603,100,0.9,la01
715603,200,0.5,ft10
715603,200,0.5,abz7
715603,200,0.5,ft20
715603,200,0.5,abz9
715603,200,0.5,la04
715603,200,0.5,la03
715603,200,0.5,abz6
715603,200,0.5,la02
715603,200,0.5,abz5
715603,200,0.5,la01
715603,200,0.8,ft10
715603,200,0.8,abz7
715603,200,0.8,ft20
715603,200,0.8,abz9
715603,200,0.8,la04
715603,200,0.8,la03
715603,200,0.8,abz6
715603,200,0.8,la02
715603,200,0.8,abz5
715603,200,0.8,la01
715603,200,0.9,ft10
715603,200,0.9,abz7
715603,200,0.9,ft20
715603,200,0.9,abz9
715603,200,0.9,la04
715603,200,0.9,la03
715603,200,0.9,abz6
715603,200,0.9,la02
715603,200,0.9,abz5
715603,200,0.9,la01
223397,100,0.5,ft10
223397,100,0.5,abz7
223397,100,0.5,ft20
223397,100,0.5,abz9
223397,100,0.5,la04
223397,100,0.5,la03
223397,100,0.5,abz6
223397,100,0.5,la02
223397,100,0.5,abz5
223397,100,0.5,la01
223397,100,0.8,ft10
223397,100,0.8,abz7
223397,100,0.8,ft20
223397,100,0.8,abz9
223397,100,0.8,la04
223397,100,0.8,la03
223397,100,0.8,abz6
223397,100,0.8,la02
223397,100,0.8,abz5
223397,100,0.8,la01
223397,100,0.9,ft10
223397,100,0.9,abz7
223397,100,0.9,ft20
223397,100,0.9,abz9
223397,100,0.9,la04
223397,100,0.9,la03
223397,100,0.9,abz6
223397,100,0.9,la02
223397,100,0.9,abz5
223397,100,0.9,la01
223397,200,0.5,ft10
223397,200,0.5,abz7
223397,200,0.5,ft20
223397,200,0.5,abz9
223397,200,0.5,la04
223397,200,0.5,la03
223397,200,0.5,abz6
223397,200,0.5,la02
223397,200,0.5,abz5
223397,200,0.5,la01
223397,200,0.8,ft10
223397,200,0.8,abz7
223397,200,0.8,ft20
223397,200,0.8,abz9
223397,200,0.8,la04
223397,200,0.8,la03
223397,200,0.8,abz6
223397,200,0.8,la02
223397,200,0.8,abz5
223397,200,0.8,la01
223397,200,0.9,ft10
223397,200,0.9,abz7
223397,200,0.9,ft20
223397,200,0.9,abz9
223397,200,0.9,la04
223397,200,0.9,la03
223397,200,0.9,abz6
223397,200,0.9,la02
223397,200,0.9,abz5
223397,200,0.9,la01
958412,100,0.5,ft10
958412,100,0.5,abz7
958412,100,0.5,ft20
958412,100,0.5,abz9
958412,100,0.5,la04
958412,100,0.5,la03
958412,100,0.5,abz6
958412,100,0.5,la02
958412,100,0.5,abz5
958412,100,0.5,la01
958412,100,0.8,ft10
958412,100,0.8,abz7
958412,100,0.8,ft20
958412,100,0.8,abz9
958412,100,0.8,la04
958412,100,0.8,la03
958412,100,0.8,abz6
958412,100,0.8,la02
958412,100,0.8,abz5
958412,100,0.8,la01
958412,100,0.9,ft10
958412,100,0.9,abz7
958412,100,0.9,ft20
958412,100,0.9,abz9
958412,100,0.9,la04
958412,100,0.9,la03
958412,100,0.9,abz6
958412,100,0.9,la02
958412,100,0.9,abz5
958412,100,0.9,la01
958412,200,0.5,ft10
958412,200,0.5,abz7
958412,200,0.5,ft20
958412,200,0.5,abz9
958412,200,0.5,la04
958412,200,0.5,la03
958412,200,0.5,abz6
958412,200,0.5,la02
958412,200,0.5,abz5
958412,200,0.5,la01
958412,200,0.8,ft10
958412,200,0.8,abz7
958412,200,0.8,ft20
958412,200,0.8,abz9
958412,200,0.8,la04
958412,200,0.8,la03
958412,200,0.8,abz6
958412,200,0.8,la02
958412,200,0.8,abz5
958412,200,0.8,la01
958412,200,0.9,ft10
958412,200,0.9,abz7
958412,200,0.9,ft20
958412,200,0.9,abz9
958412,200,0.9,la04
958412,200,0.9,la03
958412,200,0.9,abz6
958412,200,0.9,la02
958412,200,0.9,abz5
958412,200,0.9,la01
17047,100,0.5,ft10
17047,100,0.5,abz7
17047,100,0.5,ft20
17047,100,0.5,abz9
17047,100,0.5,la04
17047,100,0.5,la03
17047,100,0.5,abz6
17047,100,0.5,la02
17047,100,0.5,abz5
17047,100,0.5,la01
17047,100,0.8,ft10
17047,100,0.8,abz7
17047,100,0.8,ft20
17047,100,0.8,abz9
17047,100,0.8,la04
17047,100,0.8,la03
17047,100,0.8,abz6
17047,100,0.8,la02
17047,100,0.8,abz5
17047,100,0.8,la01
17047,100,0.9,ft10
17047,100,0.9,abz7
17047,100,0.9,ft20
17047,100,0.9,abz9
17047,100,0.9,la04
17047,100,0.9,la03
17047,100,0.9,abz6
17047,100,0.9,la02
17047,100,0.9,abz5
17047,100,0.9,la01
17047,200,0.5,ft10
17047,200,0.5,abz7
17047,200,0.5,ft20
17047,200,0.5,abz9
17047,200,0.5,la04
17047,200,0.5,la03
17047,200,0.5,abz6
17047,200,0.5,la02
17047,200,0.5,abz5
17047,200,0.5,la01
17047,200,0.8,ft10
17047,200,0.8,abz7
17047,200,0.8,ft20
17047,200,0.8,abz9
17047,200,0.8,la04
17047,200,0.8,la03
17047,200,0.8,abz6
17047,200,0.8,la02
17047,200,0.8,abz5
17047,200,0.8,la01
17047,200,0.9,ft10
17047,200,0.9,abz7
17047,200,0.9,ft20
17047,200,0.9,abz9
17047,200,0.9,la04
17047,200,0.9,la03
17047,200,0.9,abz6
17047,200,0.9,la02
17047,200,0.9,abz5
17047,200,0.9,la01
367530,100,0.5,ft10
367530,100,0.5,abz7
367530,100,0.5,ft20
367530,100,0.5,abz9
367530,100,0.5,la04
367530,100,0.5,la03
367530,100,0.5,abz6
367530,100,0.5,la02
367530,100,0.5,abz5
367530,100,0.5,la01
367530,100,0.8,ft10
367530,100,0.8,abz7
367530,100,0.8,ft20
367530,100,0.8,abz9
367530,100,0.8,la04
367530,100,0.8,la03
367530,100,0.8,abz6
367530,100,0.8,la02
367530,100,0.8,abz5
367530,100,0.8,la01
367530,100,0.9,ft10
367530,100,0.9,abz7
367530,100,0.9,ft20
367530,100,0.9,abz9
367530,100,0.9,la04
367530,100,0.9,la03
367530,100,0.9,abz6
367530,100,0.9,la02
367530,100,0.9,abz5
367530,100,0.9,la01
367530,200,0.5,ft10
367530,200,0.5,abz7
367530,200,0.5,ft20
367530,200,0.5,abz9
367530,200,0.5,la04
367530,200,0.5,la03
367530,200,0.5,abz6
367530,200,0.5,la02
367530,200,0.5,abz5
367530,200,0.5,la01
367530,200,0.8,ft10
367530,200,0.8,abz7
367530,200,0.8,ft20
367530,200,0.8,abz9
367530,200,0.8,la04
367530,200,0.8,la03
367530,200,0.8,abz6
367530,200,0.8,la02
367530,200,0.8,abz5
367530,200,0.8,la01
367530,200,0.9,ft10
367530,200,0.9,abz7
367530,200,0.9,ft20
367530,200,0.9,abz9
367530,200,0.9,la04
367530,200,0.9,la03
367530,200,0.9,abz6
367530,200,0.9,la02
367530,200,0.9,abz5
367530,200,0.9,la01
946303,100,0.5,ft10
946303,100,0.5,abz7
946303,100,0.5,ft20
946303,100,0.5,abz9
946303,100,0.5,la04
946303,100,0.5,la03
946303,100,0.5,abz6
946303,100,0.5,la02
946303,100,0.5,abz5
946303,100,0.5,la01
946303,100,0.8,ft10
946303,100,0.8,abz7
946303,100,0.8,ft20
946303,100,0.8,abz9
946303,100,0.8,la04
946303,100,0.8,la03
946303,100,0.8,abz6
946303,100,0.8,la02
946303,100,0.8,abz5
946303,100,0.8,la01
946303,100,0.9,ft10
946303,100,0.9,abz7
946303,100,0.9,ft20
946303,100,0.9,abz9
946303,100,0.9,la04
946303,100,0.9,la03
946303,100,0.9,abz6
946303,100,0.9,la02
946303,100,0.9,abz5
946303,100,0.9,la01
946303,200,0.5,ft10
946303,200,0.5,abz7
946303,200,0.5,ft20
946303,200,0.5,abz9
946303,200,0.5,la04
946303,200,0.5,la03
946303,200,0.5,abz6
946303,200,0.5,la02
946303,200,0.5,abz5
946303,200,0.5,la01
946303,200,0.8,ft10
946303,200,0.8,abz7
946303,200,0.8,ft20
946303,200,0.8,abz9
946303,200,0.8,la04
946303,200,0.8,la03
946303,200,0.8,abz6
946303,200,0.8,la02
946303,200,0.8,abz5
946303,200,0.8,la01
946303,200,0.9,ft10
946303,200,0.9,abz7
946303,200,0.9,ft20
946303,200,0.9,abz9
946303,200,0.9,la04
946303,200,0.9,la03
946303,200,0.9,abz6
946303,200,0.9,la02
946303,200,0.9,abz5
946303,200,0.9,la01
279019,100,0.5,ft10
279019,100,0.5,abz7
279019,100,0.5,ft20
279019,100,0.5,abz9
279019,100,0.5,la04
279019,100,0.5,la03
279019,100,0.5,abz6
279019,100,0.5,la02
279019,100,0.5,abz5
279019,100,0.5,la01
279019,100,0.8,ft10
279019,100,0.8,abz7
279019,100,0.8,ft20
279019,100,0.8,abz9
279019,100,0.8,la04
279019,100,0.8,la03
279019,100,0.8,abz6
279019,100,0.8,la02
279019,100,0.8,abz5
279019,100,0.8,la01
279019,100,0.9,ft10
279019,100,0.9,abz7
279019,100,0.9,ft20
279019,100,0.9,abz9
279019,100,0.9,la04
279019,100,0.9,la03
279019,100,0.9,abz6
279019,100,0.9,la02
279019,100,0.9,abz5
279019,100,0.9,la01
279019,200,0.5,ft10
279019,200,0.5,abz7
279019,200,0.5,ft20
279019,200,0.5,abz9
279019,200,0.5,la04
279019,200,0.5,la03
279019,200,0.5,abz6
279019,200,0.5,la02
279019,200,0.5,abz5
279019,200,0.5,la01
279019,200,0.8,ft10
279019,200,0.8,abz7
279019,200,0.8,ft20
279019,200,0.8,abz9
279019,200,0.8,la04
279019,200,0.8,la03
279019,200,0.8,abz6
279019,200,0.8,la02
279019,200,0.8,abz5
279019,200,0.8,la01
279019,200,0.9,ft10
279019,200,0.9,abz7
279019,200,0.9,ft20
279019,200,0.9,abz9
279019,200,0.9,la04
279019,200,0.9,la03
279019,200,0.9,abz6
279019,200,0.9,la02
279019,200,0.9,abz5
279019,200,0.9,la01
