dataset,cost,seed,pop_size,ngen,mut_rate,cross_rate,timeout,slurm
abz5,1325,983533,200,5000,0.6,0.1,300,48059
abz5,1334,983533,200,5000,0.6,0.2,300,48069
abz5,1366,869205,300,5000,0.5,0.2,300,19219
abz5,1356,263747,300,5000,0.4,0.2,300,46159
abz5,1357,983533,200,5000,0.6,0.3,300,48079
abz5,1342,869205,200,5000,0.1,0.5,300,18499
abz5,1362,263747,300,5000,0.4,0.1,300,46149
abz5,1344,263747,300,5000,0.3,0.7,300,46139
abz5,1334,983533,200,5000,0.6,0.4,300,48089
abz5,1323,960512,100,5000,0.5,0.1,300,4809
abz5,1374,983533,200,5000,0.7,0.1,300,48099
abz5,1362,869205,300,5000,0.5,0.3,300,19229
abz5,1391,237663,1000,5000,0.1,0.5,300,1849
abz5,1355,869205,200,5000,0.1,0.4,300,18489
abz5,1355,263747,300,5000,0.3,0.6,300,46129
abz5,1352,983533,200,5000,0.7,0.2,300,48109
abz5,1368,263747,300,5000,0.3,0.5,300,46119
abz5,1290,983533,200,5000,0.7,0.3,300,48119
abz5,1373,263747,300,5000,0.3,0.4,300,46109
abz5,1372,869205,300,5000,0.5,0.4,300,19239
abz5,1318,983533,200,5000,0.8,0.1,300,48129
abz5,1360,869205,200,5000,0.1,0.3,300,18479
abz5,1337,263747,300,5000,0.4,0.5,300,46189
abz5,1336,869205,300,5000,0.5,0.1,300,19209
abz5,1333,983533,200,5000,0.5,0.3,300,48029
abz5,1301,960512,100,5000,0.2,0.3,300,4619
abz5,1347,263747,300,5000,0.6,0.3,300,46279
abz5,1353,983533,200,5000,0.3,0.6,300,47929
abz5,1321,983533,200,5000,0.3,0.7,300,47939
abz5,1355,869205,200,5000,0.2,0.1,300,18549
abz5,1368,869205,300,5000,0.4,0.4,300,19179
abz5,1343,263747,300,5000,0.6,0.2,300,46269
abz5,1334,983533,200,5000,0.4,0.1,300,47949
abz5,1313,263747,300,5000,0.6,0.1,300,46259
abz5,1340,983533,200,5000,0.4,0.2,300,47959
abz5,1381,263747,300,5000,0.5,0.5,300,46249
abz5,1299,983533,200,5000,0.4,0.3,300,47969
abz5,1363,869205,200,5000,0.1,0.9,300,18539
abz5,1364,869205,300,5000,0.4,0.5,300,19189
abz5,1361,263747,300,5000,0.3,0.3,300,46099
abz5,1408,237663,1000,5000,0.2,0.3,300,1919
abz5,1361,983533,200,5000,0.4,0.4,300,47979
abz5,1342,263747,300,5000,0.5,0.3,300,46229
abz5,1348,983533,200,5000,0.4,0.5,300,47989
abz5,1283,960512,100,5000,0.4,0.6,300,4799
abz5,1351,869205,200,5000,0.1,0.8,300,18529
abz5,1365,263747,300,5000,0.5,0.2,300,46219
abz5,1365,983533,200,5000,0.4,0.6,300,47999
abz5,1372,869205,300,5000,0.4,0.6,300,19199
abz5,1341,983533,200,5000,0.5,0.1,300,48009
abz5,1321,263747,300,5000,0.5,0.1,300,46209
abz5,1363,983533,200,5000,0.5,0.2,300,48019
abz5,1326,263747,300,5000,0.4,0.6,300,46199
abz5,1369,869205,200,5000,0.1,0.7,300,18519
abz5,1375,263747,300,5000,0.5,0.4,300,46239
abz5,1347,263747,300,5000,0.6,0.4,300,46289
abz5,1343,983533,200,5000,0.8,0.2,300,48139
abz5,1346,263747,300,5000,0.3,0.2,300,46089
abz5,1352,869205,100,5000,0.8,0.1,300,18429
abz5,1345,263747,300,5000,0.1,0.8,300,45979
abz5,1372,983533,300,5000,0.2,0.3,300,48269
abz5,1381,869205,300,5000,0.6,0.4,300,19289
abz5,1372,983533,300,5000,0.2,0.4,300,48279
abz5,1383,237663,1000,5000,0.2,0.4,300,1929
abz5,1345,983533,300,5000,0.2,0.5,300,48289
abz5,1281,869205,100,5000,0.7,0.3,300,18419
abz5,1316,960512,100,5000,0.5,0.3,300,4829
abz5,1330,263747,300,5000,0.1,0.7,300,45969
abz5,1349,263747,300,5000,0.1,0.6,300,45959
abz5,1374,983533,300,5000,0.2,0.6,300,48299
abz5,1358,983533,300,5000,0.2,0.7,300,48309
abz5,1323,869205,300,5000,0.7,0.1,300,19299
abz5,1360,263747,300,5000,0.1,0.5,300,45949
abz5,1332,869205,100,5000,0.7,0.2,300,18409
abz5,1308,983533,300,5000,0.2,0.8,300,48319
abz5,1321,263747,300,5000,0.1,0.4,300,45939
abz5,1331,263747,300,5000,0.1,0.3,300,45929
abz5,1338,983533,300,5000,0.3,0.1,300,48329
abz5,1349,983533,300,5000,0.3,0.2,300,48339
abz5,1345,869205,300,5000,0.7,0.2,300,19309
abz5,1368,263747,300,5000,0.1,0.2,300,45919
abz5,1317,869205,100,5000,0.7,0.1,300,18399
abz5,1359,983533,300,5000,0.3,0.3,300,48349
abz5,1329,263747,300,5000,0.1,0.1,300,45909
abz5,1314,983533,300,5000,0.3,0.4,300,48359
abz5,1371,263747,300,5000,0.1,0.9,300,45989
abz5,1363,983533,300,5000,0.2,0.2,300,48259
abz5,1311,960512,100,5000,0.2,0.1,300,4599
abz5,1379,983533,300,5000,0.2,0.1,300,48249
abz5,1346,983533,200,5000,0.9,0.1,300,48149
abz5,1391,869205,300,5000,0.5,0.5,300,19249
abz5,1355,869205,200,5000,0.1,0.2,300,18469
abz5,1377,983533,300,5000,0.1,0.1,300,48159
abz5,1339,263747,300,5000,0.3,0.1,300,46079
abz5,1358,983533,300,5000,0.1,0.2,300,48169
abz5,1363,263747,300,5000,0.2,0.8,300,46069
abz5,1371,263747,300,5000,0.2,0.7,300,46059
abz5,1338,983533,300,5000,0.1,0.3,300,48179
abz5,1318,869205,200,5000,0.1,0.1,300,18459
abz5,1359,869205,300,5000,0.6,0.1,300,19259
abz5,1354,983533,300,5000,0.1,0.4,300,48189
abz5,1303,960512,100,5000,0.5,0.2,300,4819
abz5,1351,960512,100,5000,0.2,0.2,300,4609
abz5,1346,263747,300,5000,0.2,0.6,300,46049
abz5,1391,263747,300,5000,0.2,0.5,300,46039
abz5,1356,263747,300,5000,0.2,0.4,300,46029
abz5,1329,869205,100,5000,0.9,0.1,300,18449
abz5,1318,983533,300,5000,0.1,0.6,300,48209
abz5,1343,869205,300,5000,0.6,0.2,300,19269
abz5,1384,983533,300,5000,0.1,0.7,300,48219
abz5,1359,263747,300,5000,0.2,0.3,300,46019
abz5,1370,983533,300,5000,0.1,0.8,300,48229
abz5,1371,263747,300,5000,0.2,0.2,300,46009
abz5,1316,869205,100,5000,0.8,0.2,300,18439
abz5,1373,983533,300,5000,0.1,0.9,300,48239
abz5,1384,869205,300,5000,0.6,0.3,300,19279
abz5,1375,263747,300,5000,0.2,0.1,300,45999
abz5,1382,983533,300,5000,0.1,0.5,300,48199
abz5,1306,515381,100,5000,0.2,0.2,300,13609
abz5,1379,147799,1000,5000,0.1,0.2,300,17569
abz5,1378,332788,300,5000,0.5,0.5,300,43999
abz5,1388,51673,1000,5000,0.2,0.6,300,4199
abz5,1367,151273,500,5000,0.2,0.5,300,41989
abz5,1376,698531,300,5000,0.3,0.7,300,52889
abz5,1318,960512,200,5000,0.5,0.4,300,5289
abz5,1361,151273,500,5000,0.2,0.4,300,41979
abz5,1329,698531,300,5000,0.4,0.1,300,52899
abz5,1362,237663,500,5000,0.5,0.2,300,1669
abz5,1372,147799,300,5000,0.1,0.4,300,16689
abz5,1367,237663,200,5000,0.1,0.8,300,529
abz5,1364,533382,200,5000,0.1,0.9,300,20789
abz5,1357,698531,300,5000,0.4,0.2,300,52909
abz5,1377,237663,1000,5000,0.4,0.4,300,2079
abz5,1289,698531,300,5000,0.4,0.3,300,52919
abz5,1356,151273,500,5000,0.2,0.3,300,41969
abz5,1361,147799,300,5000,0.1,0.3,300,16679
abz5,1392,151273,500,5000,0.2,0.2,300,41959
abz5,1378,698531,300,5000,0.4,0.4,300,52929
abz5,1388,151273,500,5000,0.2,0.1,300,41949
abz5,1358,698531,300,5000,0.4,0.5,300,52939
abz5,1343,533382,200,5000,0.2,0.1,300,20799
abz5,1341,698531,300,5000,0.4,0.6,300,52949
abz5,1346,151273,500,5000,0.1,0.9,300,41939
abz5,1354,147799,300,5000,0.1,0.2,300,16669
abz5,1386,151273,500,5000,0.1,0.8,300,41929
abz5,1347,698531,300,5000,0.5,0.1,300,52959
abz5,1367,151273,500,5000,0.1,0.7,300,41919
abz5,1385,698531,300,5000,0.5,0.2,300,52969
abz5,1355,698531,300,5000,0.3,0.6,300,52879
abz5,1357,533382,200,5000,0.2,0.2,300,20809
abz5,1341,147799,300,5000,0.1,0.5,300,16699
abz5,1389,151273,500,5000,0.2,0.6,300,41999
abz5,1401,51673,1000,5000,0.2,0.7,300,4209
abz5,1388,151273,500,5000,0.3,0.7,300,42089
abz5,1367,151273,500,5000,0.3,0.6,300,42079
abz5,1385,698531,300,5000,0.2,0.4,300,52779
abz5,1333,698531,300,5000,0.2,0.5,300,52789
abz5,1336,960512,200,5000,0.5,0.3,300,5279
abz5,1335,533382,200,5000,0.1,0.5,300,20749
abz5,1378,147799,300,5000,0.1,0.8,300,16729
abz5,1384,151273,500,5000,0.3,0.5,300,42069
abz5,1368,698531,300,5000,0.2,0.6,300,52799
abz5,1360,151273,500,5000,0.3,0.4,300,42059
abz5,1352,698531,300,5000,0.2,0.7,300,52809
abz5,1319,698531,300,5000,0.2,0.8,300,52819
abz5,1352,151273,500,5000,0.3,0.3,300,42049
abz5,1375,147799,300,5000,0.1,0.7,300,16719
abz5,1349,533382,200,5000,0.1,0.6,300,20759
abz5,1324,151273,500,5000,0.3,0.2,300,42039
abz5,1357,698531,300,5000,0.3,0.1,300,52829
abz5,1364,151273,500,5000,0.3,0.1,300,42029
abz5,1336,698531,300,5000,0.3,0.2,300,52839
abz5,1345,698531,300,5000,0.3,0.3,300,52849
abz5,1320,147799,300,5000,0.1,0.6,300,16709
abz5,1368,533382,200,5000,0.1,0.7,300,20769
abz5,1388,151273,500,5000,0.2,0.8,300,42019
abz5,1359,698531,300,5000,0.3,0.4,300,52859
abz5,1369,151273,500,5000,0.2,0.7,300,42009
abz5,1349,698531,300,5000,0.3,0.5,300,52869
abz5,1358,533382,200,5000,0.1,0.8,300,20779
abz5,1386,151273,500,5000,0.1,0.6,300,41909
abz5,1358,147799,300,5000,0.1,0.1,300,16659
abz5,1383,698531,300,5000,0.5,0.3,300,52979
abz5,1344,151273,300,5000,0.7,0.2,300,41809
abz5,1339,698531,300,5000,0.9,0.1,300,53099
abz5,1386,151273,300,5000,0.7,0.1,300,41799
abz5,1381,698531,500,5000,0.1,0.1,300,53109
abz5,1337,147799,200,5000,0.7,0.2,300,16609
abz5,1367,51673,1000,5000,0.2,0.4,300,4179
abz5,1372,151273,300,5000,0.6,0.4,300,41789
abz5,1378,698531,500,5000,0.1,0.2,300,53119
abz5,1365,533382,200,5000,0.2,0.7,300,20859
abz5,1383,698531,500,5000,0.1,0.3,300,53129
abz5,1353,151273,300,5000,0.6,0.3,300,41779
abz5,1378,698531,500,5000,0.1,0.4,300,53139
abz5,1351,147799,200,5000,0.7,0.1,300,16599
abz5,1339,151273,300,5000,0.6,0.2,300,41769
abz5,1373,698531,500,5000,0.1,0.5,300,53149
abz5,1356,151273,300,5000,0.6,0.1,300,41759
abz5,1340,698531,500,5000,0.1,0.6,300,53159
abz5,1354,533382,200,5000,0.2,0.8,300,20869
abz5,1350,698531,500,5000,0.1,0.7,300,53169
abz5,1350,237663,500,5000,0.5,0.1,300,1659
abz5,1320,147799,200,5000,0.6,0.4,300,16589
abz5,1352,151273,300,5000,0.5,0.5,300,41749
abz5,1320,151273,300,5000,0.5,0.4,300,41739
abz5,1368,698531,500,5000,0.1,0.8,300,53179
abz5,1352,698531,500,5000,0.1,0.9,300,53189
abz5,1363,960512,200,5000,0.6,0.2,300,5319
abz5,1330,533382,200,5000,0.3,0.1,300,20879
abz5,1335,533382,200,5000,0.2,0.6,300,20849
abz5,1330,960512,200,5000,0.6,0.1,300,5309
abz5,1363,698531,300,5000,0.8,0.2,300,53089
abz5,1346,147799,200,5000,0.7,0.3,300,16619
abz5,1299,237663,100,5000,0.7,0.3,300,419
abz5,1340,151273,500,5000,0.1,0.5,300,41899
abz5,1371,698531,300,5000,0.5,0.4,300,52989
abz5,1346,960512,200,5000,0.5,0.5,300,5299
abz5,1289,698531,300,5000,0.5,0.5,300,52999
abz5,1339,533382,200,5000,0.2,0.3,300,20819
abz5,1348,147799,200,5000,0.9,0.1,300,16649
abz5,1409,51673,1000,5000,0.2,0.5,300,4189
abz5,1343,151273,500,5000,0.1,0.4,300,41889
abz5,1338,698531,300,5000,0.6,0.1,300,53009
abz5,1396,151273,500,5000,0.1,0.3,300,41879
abz5,1362,698531,300,5000,0.6,0.2,300,53019
abz5,1357,698531,300,5000,0.6,0.3,300,53029
abz5,1332,147799,300,5000,0.1,0.9,300,16739
abz5,1334,147799,200,5000,0.8,0.2,300,16639
abz5,1354,533382,200,5000,0.2,0.4,300,20829
abz5,1347,698531,300,5000,0.6,0.4,300,53039
abz5,1355,151273,500,5000,0.1,0.1,300,41859
abz5,1355,698531,300,5000,0.7,0.1,300,53049
abz5,1361,151273,300,5000,0.9,0.1,300,41849
abz5,1390,698531,300,5000,0.7,0.2,300,53059
abz5,1319,147799,200,5000,0.8,0.1,300,16629
abz5,1355,151273,300,5000,0.8,0.2,300,41839
abz5,1367,533382,200,5000,0.2,0.5,300,20839
abz5,1355,698531,300,5000,0.7,0.3,300,53069
abz5,1338,151273,300,5000,0.8,0.1,300,41829
abz5,1354,698531,300,5000,0.8,0.1,300,53079
abz5,1376,151273,300,5000,0.7,0.3,300,41819
abz5,1368,151273,500,5000,0.1,0.2,300,41869
abz5,1350,147799,200,5000,0.6,0.3,300,16579
abz5,1343,698531,300,5000,0.2,0.3,300,52769
abz5,1360,698531,300,5000,0.2,0.2,300,52759
abz5,1371,151273,1000,5000,0.1,0.8,300,42379
abz5,1364,698531,200,5000,0.3,0.7,300,52439
abz5,1365,147799,300,5000,0.3,0.4,300,16859
abz5,1334,698531,200,5000,0.4,0.1,300,52449
abz5,1395,151273,1000,5000,0.1,0.7,300,42369
abz5,1261,533382,100,5000,0.6,0.4,300,20639
abz5,1373,698531,200,5000,0.4,0.2,300,52459
abz5,1392,151273,1000,5000,0.1,0.6,300,42359
abz5,1276,698531,200,5000,0.4,0.3,300,52469
abz5,1396,151273,1000,5000,0.1,0.5,300,42349
abz5,1360,147799,300,5000,0.3,0.3,300,16849
abz5,1359,151273,1000,5000,0.1,0.4,300,42339
abz5,1367,698531,200,5000,0.4,0.4,300,52479
abz5,1312,533382,100,5000,0.7,0.1,300,20649
abz5,1348,698531,200,5000,0.4,0.5,300,52489
abz5,1332,960512,200,5000,0.4,0.6,300,5249
abz5,1350,151273,1000,5000,0.1,0.3,300,42329
abz5,1324,698531,200,5000,0.4,0.6,300,52499
abz5,1340,147799,300,5000,0.3,0.2,300,16839
abz5,1364,151273,1000,5000,0.1,0.2,300,42319
abz5,1328,698531,200,5000,0.5,0.1,300,52509
abz5,1334,533382,100,5000,0.7,0.2,300,20659
abz5,1395,151273,1000,5000,0.1,0.1,300,42309
abz5,1339,698531,200,5000,0.5,0.2,300,52519
abz5,1372,151273,500,5000,0.9,0.1,300,42299
abz5,1341,147799,300,5000,0.3,0.1,300,16829
abz5,1353,698531,200,5000,0.5,0.3,300,52529
abz5,1344,698531,200,5000,0.3,0.6,300,52429
abz5,1369,51673,1000,5000,0.3,0.1,300,4229
abz5,1409,151273,1000,5000,0.1,0.9,300,42389
abz5,1300,533382,100,5000,0.6,0.3,300,20629
abz5,1338,698531,200,5000,0.2,0.4,300,52329
abz5,1351,698531,200,5000,0.2,0.5,300,52339
abz5,1388,151273,1000,5000,0.2,0.8,300,42469
abz5,1327,237663,100,5000,0.2,0.8,300,169
abz5,1367,147799,300,5000,0.4,0.1,300,16899
abz5,1359,151273,1000,5000,0.2,0.7,300,42459
abz5,1333,698531,200,5000,0.2,0.6,300,52349
abz5,1339,698531,200,5000,0.2,0.7,300,52359
abz5,1374,151273,1000,5000,0.2,0.6,300,42449
abz5,1289,533382,100,5000,0.6,0.1,300,20609
abz5,1343,698531,200,5000,0.2,0.8,300,52369
abz5,1358,237663,500,5000,0.5,0.4,300,1689
abz5,1376,147799,300,5000,0.3,0.7,300,16889
abz5,1398,151273,1000,5000,0.2,0.5,300,42439
abz5,1386,151273,1000,5000,0.2,0.4,300,42429
abz5,1359,698531,200,5000,0.3,0.1,300,52379
abz5,1354,698531,200,5000,0.3,0.2,300,52389
abz5,1366,960512,200,5000,0.4,0.5,300,5239
abz5,1291,533382,100,5000,0.6,0.2,300,20619
abz5,1366,147799,300,5000,0.3,0.6,300,16879
abz5,1379,151273,1000,5000,0.2,0.3,300,42419
abz5,1340,698531,200,5000,0.3,0.3,300,52399
abz5,1386,151273,1000,5000,0.2,0.2,300,42409
abz5,1359,698531,200,5000,0.3,0.4,300,52409
abz5,1398,151273,1000,5000,0.2,0.1,300,42399
abz5,1333,698531,200,5000,0.3,0.5,300,52419
abz5,1341,147799,300,5000,0.3,0.5,300,16869
abz5,1369,51673,1000,5000,0.3,0.2,300,4239
abz5,1383,151273,500,5000,0.8,0.2,300,42289
abz5,1299,698531,200,5000,0.5,0.4,300,52539
abz5,1304,533382,100,5000,0.7,0.3,300,20669
abz5,1340,151273,500,5000,0.5,0.4,300,42189
abz5,1378,147799,300,5000,0.2,0.4,300,16779
abz5,1393,698531,300,5000,0.1,0.2,300,52669
abz5,1360,533382,200,5000,0.1,0.1,300,20709
abz5,1330,151273,500,5000,0.5,0.3,300,42179
abz5,1346,698531,300,5000,0.1,0.3,300,52679
abz5,1354,698531,300,5000,0.1,0.4,300,52689
abz5,1389,151273,500,5000,0.5,0.2,300,42169
abz5,1346,147799,300,5000,0.2,0.3,300,16769
abz5,1354,960512,200,5000,0.5,0.2,300,5269
abz5,1345,151273,500,5000,0.5,0.1,300,42159
abz5,1387,698531,300,5000,0.1,0.5,300,52699
abz5,1345,533382,200,5000,0.1,0.2,300,20719
abz5,1366,151273,500,5000,0.4,0.6,300,42149
abz5,1334,698531,300,5000,0.1,0.6,300,52709
abz5,1358,147799,300,5000,0.2,0.2,300,16759
abz5,1370,151273,500,5000,0.4,0.5,300,42139
abz5,1338,698531,300,5000,0.1,0.7,300,52719
abz5,1343,151273,500,5000,0.4,0.4,300,42129
abz5,1340,533382,200,5000,0.1,0.3,300,20729
abz5,1353,698531,300,5000,0.1,0.8,300,52729
abz5,1383,151273,500,5000,0.4,0.3,300,42119
abz5,1360,698531,300,5000,0.1,0.9,300,52739
abz5,1357,147799,300,5000,0.2,0.1,300,16749
abz5,1358,151273,500,5000,0.4,0.2,300,42109
abz5,1357,698531,300,5000,0.2,0.1,300,52749
abz5,1368,533382,200,5000,0.1,0.4,300,20739
abz5,1422,51673,1000,5000,0.2,0.8,300,4219
abz5,1360,698531,300,5000,0.1,0.1,300,52659
abz5,1389,151273,500,5000,0.5,0.5,300,42199
abz5,1355,698531,200,5000,0.9,0.1,300,52649
abz5,1309,698531,200,5000,0.5,0.5,300,52549
abz5,1373,151273,500,5000,0.8,0.1,300,42279
abz5,1348,147799,300,5000,0.2,0.8,300,16819
abz5,1324,698531,200,5000,0.6,0.1,300,52559
abz5,1383,151273,500,5000,0.7,0.3,300,42269
abz5,1345,698531,200,5000,0.6,0.2,300,52569
abz5,1287,533382,100,5000,0.8,0.1,300,20679
abz5,1333,698531,200,5000,0.6,0.3,300,52579
abz5,1377,151273,500,5000,0.7,0.2,300,42259
abz5,1372,147799,300,5000,0.2,0.7,300,16809
abz5,1377,151273,500,5000,0.7,0.1,300,42249
abz5,1358,698531,200,5000,0.6,0.4,300,52589
abz5,1357,960512,200,5000,0.5,0.1,300,5259
abz5,1373,151273,500,5000,0.4,0.1,300,42099
abz5,1375,151273,500,5000,0.6,0.4,300,42239
abz5,1359,698531,200,5000,0.7,0.2,300,52609
abz5,1333,533382,100,5000,0.8,0.2,300,20689
abz5,1341,147799,300,5000,0.2,0.6,300,16799
abz5,1384,237663,1000,5000,0.4,0.3,300,2069
abz5,1364,151273,500,5000,0.6,0.3,300,42229
abz5,1351,698531,200,5000,0.7,0.3,300,52619
abz5,1362,151273,500,5000,0.6,0.2,300,42219
abz5,1293,698531,200,5000,0.8,0.1,300,52629
abz5,1381,151273,500,5000,0.6,0.1,300,42209
abz5,1370,237663,500,5000,0.5,0.3,300,1679
abz5,1354,147799,300,5000,0.2,0.5,300,16789
abz5,1347,698531,200,5000,0.8,0.2,300,52639
abz5,1293,533382,100,5000,0.9,0.1,300,20699
abz5,1349,698531,200,5000,0.7,0.1,300,52599
abz5,1368,151273,300,5000,0.5,0.3,300,41729
abz5,1369,698531,500,5000,0.2,0.1,300,53199
abz5,1348,151273,300,5000,0.5,0.2,300,41719
abz5,1382,698531,1000,5000,0.3,0.4,300,53759
abz5,1369,151273,200,5000,0.4,0.4,300,41229
abz5,1392,698531,1000,5000,0.3,0.5,300,53769
abz5,1380,533382,200,5000,0.6,0.2,300,21069
abz5,1398,698531,1000,5000,0.3,0.6,300,53779
abz5,1345,147799,200,5000,0.2,0.7,300,16359
abz5,1335,151273,200,5000,0.4,0.3,300,41219
abz5,1341,151273,200,5000,0.4,0.2,300,41209
abz5,1413,698531,1000,5000,0.3,0.7,300,53789
abz5,1334,960512,200,5000,0.8,0.1,300,5379
abz5,1388,698531,1000,5000,0.4,0.1,300,53799
abz5,1340,151273,200,5000,0.4,0.1,300,41199
abz5,1334,533382,200,5000,0.6,0.3,300,21079
abz5,1349,147799,200,5000,0.2,0.6,300,16349
abz5,1385,698531,1000,5000,0.4,0.2,300,53809
abz5,1407,51673,1000,5000,0.1,0.7,300,4119
abz5,1355,151273,200,5000,0.3,0.7,300,41189
abz5,1390,698531,1000,5000,0.4,0.3,300,53819
abz5,1368,151273,200,5000,0.3,0.6,300,41179
abz5,1379,698531,1000,5000,0.4,0.4,300,53829
abz5,1318,147799,200,5000,0.2,0.5,300,16339
abz5,1341,533382,200,5000,0.6,0.4,300,21089
abz5,1377,237663,1000,5000,0.5,0.1,300,2109
abz5,1403,698531,1000,5000,0.4,0.5,300,53839
abz5,1336,151273,200,5000,0.3,0.5,300,41169
abz5,1385,698531,1000,5000,0.4,0.6,300,53849
abz5,1353,151273,200,5000,0.3,0.4,300,41159
abz5,1350,151273,200,5000,0.4,0.5,300,41239
abz5,1352,698531,1000,5000,0.5,0.1,300,53859
abz5,1348,147799,200,5000,0.2,0.8,300,16369
abz5,1392,698531,1000,5000,0.3,0.3,300,53749
abz5,1327,151273,200,5000,0.6,0.3,300,41329
abz5,1360,698531,1000,5000,0.2,0.2,300,53659
abz5,1320,533382,200,5000,0.5,0.3,300,21029
abz5,1390,698531,1000,5000,0.2,0.3,300,53669
abz5,1338,151273,200,5000,0.6,0.2,300,41319
abz5,1373,151273,200,5000,0.6,0.1,300,41309
abz5,1402,698531,1000,5000,0.2,0.4,300,53679
abz5,1313,147799,200,5000,0.3,0.3,300,16399
abz5,1337,533382,200,5000,0.5,0.4,300,21039
abz5,1405,698531,1000,5000,0.2,0.5,300,53689
abz5,1338,960512,200,5000,0.7,0.3,300,5369
abz5,1329,151273,200,5000,0.5,0.5,300,41299
abz5,1387,698531,1000,5000,0.2,0.6,300,53699
abz5,1374,51673,1000,5000,0.1,0.8,300,4129
abz5,1395,237663,500,5000,0.4,0.5,300,1639
abz5,1333,147799,200,5000,0.3,0.2,300,16389
abz5,1366,151273,200,5000,0.5,0.4,300,41289
abz5,1350,151273,200,5000,0.5,0.3,300,41279
abz5,1381,698531,1000,5000,0.2,0.7,300,53709
abz5,1383,698531,1000,5000,0.2,0.8,300,53719
abz5,1348,533382,200,5000,0.5,0.5,300,21049
abz5,1336,151273,200,5000,0.5,0.2,300,41269
abz5,1344,147799,200,5000,0.3,0.1,300,16379
abz5,1334,698531,1000,5000,0.3,0.1,300,53729
abz5,1351,151273,200,5000,0.5,0.1,300,41259
abz5,1370,698531,1000,5000,0.3,0.2,300,53739
abz5,1363,151273,200,5000,0.4,0.6,300,41249
abz5,1366,533382,200,5000,0.6,0.1,300,21059
abz5,1336,147799,200,5000,0.2,0.4,300,16329
abz5,1346,151273,200,5000,0.3,0.3,300,41149
abz5,1375,698531,1000,5000,0.5,0.2,300,53869
abz5,1367,698531,1000,5000,0.8,0.1,300,53979
abz5,1342,151273,200,5000,0.1,0.9,300,41039
abz5,1396,698531,1000,5000,0.8,0.2,300,53989
abz5,1350,960512,200,5000,0.9,0.1,300,5399
abz5,1331,147799,200,5000,0.1,0.8,300,16279
abz5,1380,533382,200,5000,0.8,0.2,300,21139
abz5,1421,698531,1000,5000,0.9,0.1,300,53999
abz5,1359,151273,200,5000,0.1,0.8,300,41029
abz5,1296,689086,100,5000,0.1,0.1,300,54009
abz5,1348,151273,200,5000,0.1,0.7,300,41019
abz5,1325,689086,100,5000,0.1,0.2,300,54019
abz5,1353,147799,200,5000,0.1,0.7,300,16269
abz5,1353,151273,200,5000,0.1,0.6,300,41009
abz5,1350,533382,200,5000,0.9,0.1,300,21149
abz5,1344,151273,200,5000,0.1,0.5,300,40999
abz5,1347,689086,100,5000,0.1,0.3,300,54029
abz5,1379,51673,1000,5000,0.1,0.5,300,4099
abz5,1350,689086,100,5000,0.1,0.4,300,54039
abz5,1359,151273,200,5000,0.1,0.4,300,40989
abz5,1354,147799,200,5000,0.1,0.6,300,16259
abz5,1304,689086,100,5000,0.1,0.5,300,54049
abz5,1331,533382,300,5000,0.1,0.1,300,21159
abz5,1365,151273,200,5000,0.1,0.3,300,40979
abz5,1318,689086,100,5000,0.1,0.6,300,54059
abz5,1279,689086,100,5000,0.1,0.7,300,54069
abz5,1362,151273,200,5000,0.1,0.2,300,40969
abz5,1334,147799,200,5000,0.1,0.5,300,16249
abz5,1327,151273,200,5000,0.2,0.1,300,41049
abz5,1321,151273,200,5000,0.2,0.2,300,41059
abz5,1332,533382,200,5000,0.8,0.1,300,21129
abz5,1366,147799,200,5000,0.1,0.9,300,16289
abz5,1342,533382,200,5000,0.7,0.1,300,21099
abz5,1322,151273,200,5000,0.3,0.2,300,41139
abz5,1396,698531,1000,5000,0.5,0.3,300,53879
abz5,1353,151273,200,5000,0.3,0.1,300,41129
abz5,1404,698531,1000,5000,0.5,0.4,300,53889
abz5,1331,147799,200,5000,0.2,0.3,300,16319
abz5,1329,960512,200,5000,0.8,0.2,300,5389
abz5,1340,151273,200,5000,0.2,0.8,300,41119
abz5,1405,698531,1000,5000,0.5,0.5,300,53899
abz5,1339,237663,200,5000,0.1,0.9,300,539
abz5,1329,533382,200,5000,0.7,0.2,300,21109
abz5,1356,698531,1000,5000,0.6,0.1,300,53909
abz5,1352,151273,200,5000,0.2,0.7,300,41109
abz5,1331,147799,200,5000,0.3,0.4,300,16409
abz5,1305,147799,200,5000,0.2,0.2,300,16309
abz5,1337,698531,1000,5000,0.6,0.2,300,53919
abz5,1394,51673,1000,5000,0.1,0.6,300,4109
abz5,1396,698531,1000,5000,0.6,0.3,300,53929
abz5,1342,533382,200,5000,0.7,0.3,300,21119
abz5,1358,151273,200,5000,0.2,0.5,300,41089
abz5,1361,698531,1000,5000,0.6,0.4,300,53939
abz5,1365,147799,200,5000,0.2,0.1,300,16299
abz5,1346,151273,200,5000,0.2,0.4,300,41079
abz5,1356,698531,1000,5000,0.7,0.1,300,53949
abz5,1334,151273,200,5000,0.2,0.3,300,41069
abz5,1401,698531,1000,5000,0.7,0.2,300,53959
abz5,1415,698531,1000,5000,0.7,0.3,300,53969
abz5,1371,237663,500,5000,0.4,0.4,300,1629
abz5,1346,151273,200,5000,0.2,0.6,300,41099
abz5,1382,698531,1000,5000,0.2,0.1,300,53649
abz5,1379,151273,200,5000,0.6,0.4,300,41339
abz5,1393,698531,1000,5000,0.1,0.9,300,53639
