dataset,cost,seed,tabu_len,nsteps,hold,timeout,slurm
abz6,975,63476,3,1000.0,1000,300,1037
abz6,979,637083,2,1000.0,1000,300,1417
abz6,980,929289,8,1000.0,500,300,987
abz6,981,929289,8,1000.0,1000,300,997
abz6,977,791673,8,1000.0,1000,300,1997
abz6,977,832544,4,1000.0,1000,300,2257
abz6,979,926167,8,1000.0,1000,300,2497
abz6,980,939994,3,1000.0,1000,300,537
abz6,977,736154,3,1000.0,1000,300,2037
abz6,989,650157,8,1000.0,1000,300,497
abz6,979,7169,3,1000.0,1000,300,137
abz6,980,317125,6,1000.0,1000,300,1377
abz7,747,929289,6,1000.0,1000,300,972
abz7,750,14594,6,1000.0,1000,300,1772
abz7,734,63476,2,1000.0,1000,300,1012
abz7,745,759087,2,1000.0,1000,300,2312
abz7,742,947154,3,1000.0,500,300,222
abz7,751,53631,4,1000.0,500,300,2742
abz7,730,53631,6,1000.0,500,300,2762
abz7,765,759087,2,1000.0,500,300,2302
abz7,759,223702,4,1000.0,1000,300,2152
abz7,745,244994,8,1000.0,500,300,882
abz7,755,832544,2,1000.0,1000,300,2212
abz7,751,244994,4,1000.0,1000,300,852
abz7,768,832544,3,1000.0,1000,300,2232
abz7,740,785392,6,1000.0,500,300,2862
abz7,779,409001,8,1000.0,1000,300,1692
abz7,757,53631,4,1000.0,1000,300,2752
abz7,743,14594,8,1000.0,1000,300,1792
abz7,729,14594,8,1000.0,500,300,1782
abz7,738,14594,6,1000.0,500,300,1762
abz7,749,832544,4,1000.0,500,300,2242
abz7,742,223702,6,1000.0,1000,300,2172
abz7,751,244994,6,1000.0,500,300,862
abz7,737,832544,8,1000.0,500,300,2282
abz7,726,7169,6,1000.0,1000,300,172
abz7,756,223702,8,1000.0,1000,300,2192
abz7,750,14594,3,1000.0,500,300,1722
abz7,751,785392,2,1000.0,500,300,2802
abz7,732,14594,4,1000.0,500,300,1742
abz7,728,785392,3,1000.0,500,300,2822
abz7,743,947154,3,1000.0,1000,300,232
abz7,727,223702,8,1000.0,500,300,2182
abz7,758,832544,6,1000.0,500,300,2262
abz7,731,947154,8,1000.0,500,300,282
abz7,738,785392,2,1000.0,1000,300,2812
abz7,739,14594,3,1000.0,1000,300,1732
abz7,743,929289,8,1000.0,500,300,982
abz7,771,929289,8,1000.0,1000,300,992
abz7,739,53631,8,1000.0,1000,300,2792
abz7,738,14594,4,1000.0,1000,300,1752
abz7,734,223702,6,1000.0,500,300,2162
abz7,772,832544,8,1000.0,1000,300,2292
abz7,741,785392,4,1000.0,1000,300,2852
abz7,740,14594,2,1000.0,500,300,1702
abz7,740,53631,6,1000.0,1000,300,2772
abz7,756,640662,2,1000.0,1000,300,1112
abz7,724,832544,2,1000.0,500,300,2202
abz7,745,63476,2,1000.0,500,300,1002
abz7,746,785392,4,1000.0,500,300,2842
abz7,764,53631,8,1000.0,500,300,2782
abz7,748,244994,6,1000.0,1000,300,872
abz7,765,832544,4,1000.0,1000,300,2252
abz7,737,14594,2,1000.0,1000,300,1712
abz7,736,835140,3,1000.0,500,300,22
abz7,738,640662,2,1000.0,500,300,1102
abz7,735,785392,3,1000.0,1000,300,2832
abz7,735,832544,6,1000.0,1000,300,2272
abz7,724,929289,3,1000.0,1000,300,932
abz7,742,759087,3,1000.0,500,300,2322
abz7,746,835140,8,1000.0,1000,300,92
abz7,764,929289,4,1000.0,500,300,942
abz7,736,926167,4,1000.0,1000,300,2452
abz7,747,736154,3,1000.0,1000,300,2032
abz7,746,265062,6,1000.0,1000,300,2572
abz7,750,791673,3,1000.0,1000,300,1932
abz7,741,63476,6,1000.0,500,300,1062
abz7,728,926167,4,1000.0,500,300,2442
abz7,733,736154,4,1000.0,500,300,2042
abz7,757,265062,8,1000.0,500,300,2582
abz7,735,791673,4,1000.0,500,300,1942
abz7,742,791673,3,1000.0,500,300,1922
abz7,765,929289,2,1000.0,1000,300,912
abz7,759,265062,8,1000.0,1000,300,2592
abz7,760,926167,3,1000.0,1000,300,2432
abz7,750,791673,2,1000.0,1000,300,1912
abz7,730,490809,2,1000.0,500,300,2602
abz7,753,736154,4,1000.0,1000,300,2052
abz7,731,791673,2,1000.0,500,300,1902
abz7,742,490809,2,1000.0,1000,300,2612
abz7,727,926167,3,1000.0,500,300,2422
abz7,749,947154,4,1000.0,500,300,242
abz7,752,7169,8,1000.0,1000,300,192
abz7,731,736154,6,1000.0,500,300,2062
abz7,758,265062,6,1000.0,500,300,2562
abz7,748,736154,3,1000.0,500,300,2022
abz7,730,791673,8,1000.0,1000,300,1992
abz7,728,265062,2,1000.0,1000,300,2512
abz7,735,265062,2,1000.0,500,300,2502
abz7,745,791673,8,1000.0,500,300,1982
abz7,755,63476,4,1000.0,1000,300,1052
abz7,744,947154,4,1000.0,1000,300,252
abz7,731,265062,3,1000.0,500,300,2522
abz7,757,791673,6,1000.0,1000,300,1972
abz7,727,835140,2,1000.0,500,300,2
abz7,743,926167,8,1000.0,1000,300,2492
abz7,750,926167,6,1000.0,500,300,2462
abz7,742,736154,2,1000.0,500,300,2002
abz7,742,265062,3,1000.0,1000,300,2532
abz7,712,791673,6,1000.0,500,300,1962
abz7,717,736154,2,1000.0,1000,300,2012
abz7,763,926167,6,1000.0,1000,300,2472
abz7,746,265062,4,1000.0,500,300,2542
abz7,756,929289,3,1000.0,500,300,922
abz7,741,791673,4,1000.0,1000,300,1952
abz7,750,265062,4,1000.0,1000,300,2552
abz7,737,947154,2,1000.0,500,300,202
abz7,731,63476,4,1000.0,500,300,1042
abz7,731,926167,8,1000.0,500,300,2482
abz7,755,223702,4,1000.0,500,300,2142
abz7,750,947154,6,1000.0,500,300,262
abz7,759,490809,3,1000.0,500,300,2622
abz7,744,244994,8,1000.0,1000,300,892
abz7,753,490809,8,1000.0,1000,300,2692
abz7,746,792849,3,1000.0,1000,300,1832
abz7,753,63476,3,1000.0,500,300,1022
abz7,727,223702,2,1000.0,1000,300,2112
abz7,754,759087,4,1000.0,1000,300,2352
abz7,720,53631,2,1000.0,500,300,2702
abz7,722,792849,3,1000.0,500,300,1822
abz7,752,7169,8,1000.0,500,300,182
abz7,743,947154,2,1000.0,1000,300,212
abz7,743,792849,4,1000.0,500,300,1842
abz7,744,223702,3,1000.0,500,300,2122
abz7,743,792849,2,1000.0,1000,300,1812
abz7,726,759087,4,1000.0,500,300,2342
abz7,742,7169,2,1000.0,500,300,102
abz7,758,947154,6,1000.0,1000,300,272
abz7,749,759087,3,1000.0,1000,300,2332
abz7,750,53631,3,1000.0,500,300,2722
abz7,742,223702,3,1000.0,1000,300,2132
abz7,781,792849,2,1000.0,500,300,1802
abz7,746,53631,3,1000.0,1000,300,2732
abz7,732,63476,8,1000.0,1000,300,1092
abz7,726,53631,2,1000.0,1000,300,2712
abz7,737,792849,8,1000.0,1000,300,1892
abz7,741,223702,2,1000.0,500,300,2102
abz7,731,63476,8,1000.0,500,300,1082
abz7,740,926167,2,1000.0,1000,300,2412
abz7,754,63476,6,1000.0,1000,300,1072
abz7,723,929289,4,1000.0,1000,300,952
abz7,742,63476,3,1000.0,1000,300,1032
abz7,744,490809,3,1000.0,1000,300,2632
abz7,758,792849,8,1000.0,500,300,1882
abz7,730,929289,2,1000.0,500,300,902
abz7,741,736154,6,1000.0,1000,300,2072
abz7,740,490809,4,1000.0,500,300,2642
abz7,783,792849,6,1000.0,1000,300,1872
abz7,743,490809,8,1000.0,500,300,2682
abz7,735,926167,2,1000.0,500,300,2402
abz7,756,490809,4,1000.0,1000,300,2652
abz7,784,759087,8,1000.0,1000,300,2392
abz7,742,792849,6,1000.0,500,300,1862
abz7,765,490809,6,1000.0,500,300,2662
abz7,737,736154,8,1000.0,1000,300,2092
abz7,756,759087,8,1000.0,500,300,2382
abz7,746,929289,6,1000.0,500,300,962
abz7,752,792849,4,1000.0,1000,300,1852
abz7,733,490809,6,1000.0,1000,300,2672
abz7,766,759087,6,1000.0,1000,300,2372
abz7,753,736154,8,1000.0,500,300,2082
abz7,734,759087,6,1000.0,500,300,2362
abz7,758,7169,3,1000.0,500,300,122
abz7,745,637083,4,1000.0,1000,300,1452
abz7,745,637083,8,1000.0,1000,300,1492
abz7,747,244994,2,1000.0,500,300,802
abz7,722,650157,2,1000.0,1000,300,412
abz7,722,637083,8,1000.0,500,300,1482
abz7,733,640662,6,1000.0,500,300,1162
abz7,756,835140,4,1000.0,500,300,42
abz7,763,650157,3,1000.0,500,300,422
abz7,736,637083,6,1000.0,1000,300,1472
abz7,744,650157,3,1000.0,1000,300,432
abz7,730,637083,6,1000.0,500,300,1462
abz7,766,567867,8,1000.0,1000,300,792
abz7,757,650157,2,1000.0,500,300,402
abz7,736,650157,4,1000.0,500,300,442
abz7,790,650157,4,1000.0,1000,300,452
abz7,774,650157,6,1000.0,500,300,462
abz7,741,637083,4,1000.0,500,300,1442
abz7,737,650157,6,1000.0,1000,300,472
abz7,746,637083,3,1000.0,1000,300,1432
abz7,757,640662,6,1000.0,1000,300,1172
abz7,744,650157,8,1000.0,500,300,482
abz7,738,637083,3,1000.0,500,300,1422
abz7,732,7169,4,1000.0,500,300,142
abz7,773,567867,8,1000.0,500,300,782
abz7,736,650157,8,1000.0,1000,300,492
abz7,725,785392,6,1000.0,1000,300,2872
abz7,712,637083,2,1000.0,1000,300,1412
abz7,778,960897,8,1000.0,1000,300,392
abz7,731,960897,8,1000.0,500,300,382
abz7,717,520697,8,1000.0,1000,300,2992
abz7,717,97017,8,1000.0,500,300,1582
abz7,743,244994,3,1000.0,500,300,822
abz7,714,960897,2,1000.0,500,300,302
abz7,743,97017,6,1000.0,1000,300,1572
abz7,754,640662,4,1000.0,500,300,1142
abz7,726,960897,2,1000.0,1000,300,312
abz7,755,97017,6,1000.0,500,300,1562
abz7,761,835140,3,1000.0,1000,300,32
abz7,746,835140,8,1000.0,500,300,82
abz7,722,960897,3,1000.0,500,300,322
abz7,739,97017,2,1000.0,500,300,1502
abz7,732,97017,4,1000.0,1000,300,1552
abz7,712,97017,4,1000.0,500,300,1542
abz7,757,960897,4,1000.0,500,300,342
abz7,731,960897,4,1000.0,1000,300,352
abz7,751,97017,3,1000.0,1000,300,1532
abz7,769,244994,2,1000.0,1000,300,812
abz7,765,960897,6,1000.0,500,300,362
abz7,750,97017,3,1000.0,500,300,1522
abz7,722,640662,4,1000.0,1000,300,1152
abz7,750,7169,4,1000.0,1000,300,152
abz7,751,960897,6,1000.0,1000,300,372
abz7,737,97017,2,1000.0,1000,300,1512
abz7,747,960897,3,1000.0,1000,300,332
abz7,775,939994,2,1000.0,500,300,502
abz7,733,637083,2,1000.0,500,300,1402
abz7,742,939994,2,1000.0,1000,300,512
abz7,760,592855,3,1000.0,1000,300,632
abz7,757,567867,4,1000.0,1000,300,752
abz7,764,592855,4,1000.0,500,300,642
abz7,733,753386,8,1000.0,1000,300,1292
abz7,762,753386,2,1000.0,500,300,1202
abz7,735,592855,4,1000.0,1000,300,652
abz7,763,753386,8,1000.0,500,300,1282
abz7,764,592855,6,1000.0,500,300,662
abz7,716,753386,6,1000.0,1000,300,1272
abz7,736,567867,4,1000.0,500,300,742
abz7,757,592855,6,1000.0,1000,300,672
abz7,738,317125,2,1000.0,500,300,1302
abz7,748,753386,6,1000.0,500,300,1262
abz7,726,753386,4,1000.0,1000,300,1252
abz7,753,592855,8,1000.0,1000,300,692
abz7,761,753386,2,1000.0,1000,300,1212
abz7,742,567867,2,1000.0,500,300,702
abz7,756,753386,4,1000.0,500,300,1242
abz7,739,567867,2,1000.0,1000,300,712
abz7,759,753386,3,1000.0,1000,300,1232
abz7,726,567867,3,1000.0,1000,300,732
abz7,749,835140,6,1000.0,1000,300,72
abz7,750,567867,3,1000.0,500,300,722
abz7,751,753386,3,1000.0,500,300,1222
abz7,773,592855,8,1000.0,500,300,682
abz7,776,592855,3,1000.0,500,300,622
abz7,745,835140,2,1000.0,1000,300,12
abz7,750,835140,6,1000.0,500,300,62
abz7,746,835140,4,1000.0,1000,300,52
abz7,736,317125,8,1000.0,1000,300,1392
abz7,736,939994,3,1000.0,500,300,522
abz7,746,640662,8,1000.0,500,300,1182
abz7,762,567867,6,1000.0,1000,300,772
abz7,758,939994,3,1000.0,1000,300,532
abz7,719,317125,8,1000.0,500,300,1382
abz7,764,939994,4,1000.0,500,300,542
abz7,762,317125,6,1000.0,1000,300,1372
abz7,747,939994,4,1000.0,1000,300,552
abz7,742,317125,6,1000.0,500,300,1362
abz7,737,939994,6,1000.0,500,300,562
abz7,749,317125,4,1000.0,1000,300,1352
abz7,753,939994,6,1000.0,1000,300,572
abz7,756,939994,8,1000.0,500,300,582
abz7,746,317125,4,1000.0,500,300,1342
abz7,759,640662,8,1000.0,1000,300,1192
abz7,746,567867,6,1000.0,500,300,762
abz7,757,939994,8,1000.0,1000,300,592
abz7,746,317125,3,1000.0,1000,300,1332
abz7,766,592855,2,1000.0,500,300,602
abz7,733,317125,3,1000.0,500,300,1322
abz7,747,7169,3,1000.0,1000,300,132
abz7,754,592855,2,1000.0,1000,300,612
abz7,749,317125,2,1000.0,1000,300,1312
abz7,776,97017,8,1000.0,1000,300,1592
abz7,767,520697,8,1000.0,500,300,2982
abz7,747,832544,3,1000.0,500,300,2222
abz7,728,520697,3,1000.0,1000,300,2932
abz7,747,520697,3,1000.0,500,300,2922
abz7,733,409001,6,1000.0,1000,300,1672
abz7,727,7169,2,1000.0,1000,300,112
abz7,751,409001,4,1000.0,500,300,1642
abz7,723,785392,8,1000.0,1000,300,2892
abz7,739,947154,8,1000.0,1000,300,292
abz7,745,409001,3,1000.0,500,300,1622
abz7,742,520697,6,1000.0,500,300,2962
abz7,727,244994,3,1000.0,1000,300,832
abz7,743,409001,6,1000.0,500,300,1662
abz7,750,640662,3,1000.0,500,300,1122
abz7,719,7169,6,1000.0,500,300,162
abz7,762,409001,2,1000.0,1000,300,1612
abz7,730,520697,2,1000.0,1000,300,2912
abz7,734,520697,2,1000.0,500,300,2902
abz7,736,640662,3,1000.0,1000,300,1132
abz7,739,520697,4,1000.0,1000,300,2952
abz7,763,409001,4,1000.0,1000,300,1652
abz7,751,244994,4,1000.0,500,300,842
abz7,736,409001,2,1000.0,500,300,1602
abz7,776,520697,6,1000.0,1000,300,2972
abz7,765,520697,4,1000.0,500,300,2942
abz7,758,785392,8,1000.0,500,300,2882
abz7,733,409001,3,1000.0,1000,300,1632
abz7,740,409001,8,1000.0,500,300,1682
abz9,793,926167,3,1000.0,500,300,2424
abz9,786,736154,4,1000.0,1000,300,2054
abz9,780,939994,4,1000.0,1000,300,554
abz9,799,791673,6,1000.0,1000,300,1974
abz9,788,785392,3,1000.0,500,300,2824
abz9,798,14594,3,1000.0,500,300,1724
abz9,792,317125,6,1000.0,500,300,1364
abz9,778,785392,2,1000.0,500,300,2804
abz9,779,650157,6,1000.0,1000,300,474
abz9,784,926167,3,1000.0,1000,300,2434
abz9,769,317125,6,1000.0,1000,300,1374
abz9,783,520697,2,1000.0,1000,300,2914
abz9,789,736154,4,1000.0,500,300,2044
abz9,786,947154,4,1000.0,500,300,244
abz9,804,835140,4,1000.0,1000,300,54
abz9,790,947154,2,1000.0,500,300,204
abz9,801,939994,4,1000.0,500,300,544
abz9,751,63476,3,1000.0,1000,300,1034
abz9,776,265062,3,1000.0,500,300,2524
abz9,783,939994,6,1000.0,500,300,564
abz9,822,7169,4,1000.0,500,300,144
abz9,813,7169,3,1000.0,1000,300,134
abz9,803,759087,8,1000.0,1000,300,2394
abz9,767,939994,8,1000.0,500,300,584
abz9,783,929289,4,1000.0,1000,300,954
abz9,761,835140,3,1000.0,500,300,24
abz9,786,63476,4,1000.0,1000,300,1054
abz9,797,7169,6,1000.0,1000,300,174
abz9,788,317125,4,1000.0,500,300,1344
abz9,779,736154,6,1000.0,1000,300,2074
abz9,814,926167,2,1000.0,500,300,2404
abz9,764,567867,6,1000.0,500,300,764
abz9,769,939994,6,1000.0,1000,300,574
abz9,775,317125,4,1000.0,1000,300,1354
abz9,804,736154,6,1000.0,500,300,2064
abz9,796,926167,2,1000.0,1000,300,2414
abz9,771,637083,3,1000.0,1000,300,1434
abz9,806,640662,8,1000.0,500,300,1184
abz9,811,926167,4,1000.0,500,300,2444
abz9,764,939994,3,1000.0,1000,300,534
abz9,769,835140,2,1000.0,1000,300,14
abz9,790,736154,2,1000.0,1000,300,2014
abz9,793,926167,6,1000.0,1000,300,2474
abz9,798,939994,2,1000.0,1000,300,514
abz9,759,520697,3,1000.0,500,300,2924
abz9,756,63476,4,1000.0,500,300,1044
abz9,784,835140,8,1000.0,1000,300,94
abz9,773,7169,6,1000.0,500,300,164
abz9,797,926167,8,1000.0,500,300,2484
abz9,786,736154,2,1000.0,500,300,2004
abz9,783,939994,2,1000.0,500,300,504
abz9,768,265062,2,1000.0,500,300,2504
abz9,818,14594,3,1000.0,1000,300,1734
abz9,748,926167,8,1000.0,1000,300,2494
abz9,793,637083,2,1000.0,1000,300,1414
abz9,794,650157,8,1000.0,1000,300,494
abz9,785,791673,8,1000.0,1000,300,1994
abz9,753,785392,2,1000.0,1000,300,2814
abz9,764,929289,3,1000.0,1000,300,934
abz9,788,567867,8,1000.0,500,300,784
abz9,780,317125,8,1000.0,1000,300,1394
abz9,783,7169,2,1000.0,500,300,104
abz9,769,650157,8,1000.0,500,300,484
abz9,792,736154,3,1000.0,1000,300,2034
abz9,790,409001,4,1000.0,500,300,1644
abz9,782,317125,8,1000.0,500,300,1384
abz9,780,926167,4,1000.0,1000,300,2454
abz9,789,265062,2,1000.0,1000,300,2514
abz9,747,929289,4,1000.0,500,300,944
abz9,767,835140,8,1000.0,500,300,84
abz9,763,637083,3,1000.0,500,300,1424
abz9,818,409001,3,1000.0,1000,300,1634
abz9,782,244994,6,1000.0,500,300,864
abz9,794,567867,6,1000.0,1000,300,774
abz9,804,736154,3,1000.0,500,300,2024
abz9,803,791673,8,1000.0,500,300,1984
abz9,782,926167,6,1000.0,500,300,2464
abz9,775,939994,3,1000.0,500,300,524
abz9,779,640662,6,1000.0,1000,300,1174
abz9,791,736154,8,1000.0,500,300,2084
abz9,764,409001,4,1000.0,1000,300,1654
abz9,799,637083,2,1000.0,500,300,1404
abz9,797,317125,3,1000.0,1000,300,1334
abz9,771,409001,6,1000.0,1000,300,1674
abz9,784,409001,8,1000.0,1000,300,1694
abz9,790,223702,8,1000.0,500,300,2184
abz9,798,753386,4,1000.0,1000,300,1254
abz9,791,832544,6,1000.0,1000,300,2274
abz9,772,835140,6,1000.0,1000,300,74
abz9,770,929289,8,1000.0,500,300,984
abz9,809,592855,8,1000.0,500,300,684
abz9,792,223702,6,1000.0,1000,300,2174
abz9,776,832544,8,1000.0,500,300,2284
abz9,788,640662,2,1000.0,1000,300,1114
abz9,779,753386,6,1000.0,500,300,1264
abz9,778,592855,6,1000.0,1000,300,674
abz9,813,223702,6,1000.0,500,300,2164
abz9,803,832544,8,1000.0,1000,300,2294
abz9,774,753386,6,1000.0,1000,300,1274
abz9,780,592855,6,1000.0,500,300,664
abz9,756,567867,4,1000.0,500,300,744
abz9,808,759087,2,1000.0,500,300,2304
abz9,796,592855,8,1000.0,1000,300,694
abz9,769,785392,8,1000.0,500,300,2884
abz9,800,753386,4,1000.0,500,300,1244
abz9,771,832544,6,1000.0,500,300,2264
abz9,802,567867,3,1000.0,500,300,724
abz9,785,929289,8,1000.0,1000,300,994
abz9,778,753386,3,1000.0,500,300,1224
abz9,796,832544,2,1000.0,1000,300,2214
abz9,760,832544,3,1000.0,1000,300,2234
abz9,807,785392,6,1000.0,1000,300,2874
abz9,812,947154,3,1000.0,500,300,224
abz9,794,567867,2,1000.0,1000,300,714
abz9,775,832544,4,1000.0,500,300,2244
abz9,755,785392,4,1000.0,1000,300,2854
abz9,780,832544,2,1000.0,500,300,2204
abz9,768,753386,3,1000.0,1000,300,1234
abz9,802,567867,3,1000.0,1000,300,734
abz9,754,753386,2,1000.0,1000,300,1214
abz9,775,832544,4,1000.0,1000,300,2254
abz9,800,7169,3,1000.0,500,300,124
abz9,785,567867,2,1000.0,500,300,704
abz9,781,63476,2,1000.0,500,300,1004
abz9,780,223702,8,1000.0,1000,300,2194
abz9,761,785392,6,1000.0,500,300,2864
abz9,771,244994,4,1000.0,1000,300,854
abz9,799,640662,8,1000.0,1000,300,1194
abz9,773,223702,4,1000.0,1000,300,2154
abz9,785,592855,4,1000.0,1000,300,654
abz9,779,640662,3,1000.0,500,300,1124
abz9,764,223702,2,1000.0,1000,300,2114
abz9,775,759087,4,1000.0,1000,300,2354
abz9,770,317125,2,1000.0,1000,300,1314
abz9,765,592855,2,1000.0,1000,300,614
abz9,786,947154,8,1000.0,500,300,284
abz9,783,759087,6,1000.0,500,300,2364
abz9,750,223702,2,1000.0,500,300,2104
abz9,781,63476,3,1000.0,500,300,1024
abz9,780,317125,3,1000.0,500,300,1324
abz9,783,592855,2,1000.0,500,300,604
abz9,796,759087,6,1000.0,1000,300,2374
abz9,801,929289,6,1000.0,500,300,964
abz9,785,520697,2,1000.0,500,300,2904
abz9,800,650157,6,1000.0,500,300,464
abz9,803,939994,8,1000.0,1000,300,594
abz9,778,14594,2,1000.0,1000,300,1714
abz9,793,759087,8,1000.0,500,300,2384
abz9,765,785392,3,1000.0,1000,300,2834
abz9,789,244994,4,1000.0,500,300,844
abz9,758,592855,3,1000.0,500,300,624
abz9,768,317125,2,1000.0,500,300,1304
abz9,784,759087,4,1000.0,500,300,2344
abz9,801,753386,8,1000.0,500,300,1284
abz9,791,929289,6,1000.0,1000,300,974
abz9,780,759087,2,1000.0,1000,300,2314
abz9,772,785392,8,1000.0,1000,300,2894
abz9,786,753386,2,1000.0,500,300,1204
abz9,751,223702,4,1000.0,500,300,2144
abz9,793,592855,4,1000.0,500,300,644
abz9,764,409001,6,1000.0,500,300,1664
abz9,784,947154,2,1000.0,1000,300,214
abz9,796,63476,2,1000.0,1000,300,1014
abz9,771,759087,3,1000.0,500,300,2324
abz9,782,223702,3,1000.0,1000,300,2134
abz9,779,835140,6,1000.0,500,300,64
abz9,781,759087,3,1000.0,1000,300,2334
abz9,796,14594,2,1000.0,500,300,1704
abz9,774,592855,3,1000.0,1000,300,634
abz9,758,947154,3,1000.0,1000,300,234
abz9,781,223702,3,1000.0,500,300,2124
abz9,772,785392,4,1000.0,500,300,2844
abz9,797,567867,4,1000.0,1000,300,754
abz9,779,753386,8,1000.0,1000,300,1294
abz9,804,736154,8,1000.0,1000,300,2094
abz9,789,409001,8,1000.0,500,300,1684
abz9,799,490809,2,1000.0,500,300,2604
abz9,786,792849,3,1000.0,500,300,1824
abz9,791,244994,2,1000.0,500,300,804
abz9,788,960897,8,1000.0,1000,300,394
abz9,791,244994,3,1000.0,1000,300,834
abz9,773,640662,4,1000.0,500,300,1144
abz9,764,53631,6,1000.0,500,300,2764
abz9,778,835140,2,1000.0,500,300,4
abz9,816,792849,8,1000.0,1000,300,1894
abz9,798,490809,3,1000.0,500,300,2624
abz9,759,14594,6,1000.0,1000,300,1774
abz9,784,960897,8,1000.0,500,300,384
abz9,805,520697,6,1000.0,500,300,2964
abz9,773,640662,4,1000.0,1000,300,1154
abz9,792,63476,6,1000.0,1000,300,1074
abz9,771,97017,2,1000.0,500,300,1504
abz9,815,490809,8,1000.0,1000,300,2694
abz9,793,490809,2,1000.0,1000,300,2614
abz9,782,409001,2,1000.0,500,300,1604
abz9,768,53631,2,1000.0,1000,300,2714
abz9,823,637083,8,1000.0,500,300,1484
abz9,753,265062,8,1000.0,1000,300,2594
abz9,764,791673,2,1000.0,1000,300,1914
abz9,782,792849,2,1000.0,1000,300,1814
abz9,791,520697,4,1000.0,500,300,2944
abz9,797,53631,2,1000.0,500,300,2704
abz9,774,7169,4,1000.0,1000,300,154
abz9,785,53631,8,1000.0,500,300,2784
abz9,775,791673,2,1000.0,500,300,1904
abz9,808,640662,3,1000.0,1000,300,1134
abz9,757,637083,8,1000.0,1000,300,1494
abz9,774,960897,2,1000.0,1000,300,314
abz9,788,97017,6,1000.0,500,300,1564
abz9,785,650157,2,1000.0,500,300,404
abz9,765,792849,8,1000.0,500,300,1884
abz9,805,244994,6,1000.0,1000,300,874
abz9,779,960897,3,1000.0,500,300,324
abz9,795,409001,2,1000.0,1000,300,1614
abz9,789,835140,3,1000.0,1000,300,34
abz9,797,490809,4,1000.0,1000,300,2654
abz9,764,792849,6,1000.0,500,300,1864
abz9,774,792849,4,1000.0,500,300,1844
abz9,772,97017,4,1000.0,500,300,1544
abz9,791,960897,3,1000.0,1000,300,334
abz9,768,520697,4,1000.0,1000,300,2954
abz9,775,490809,6,1000.0,500,300,2664
abz9,818,97017,3,1000.0,1000,300,1534
abz9,828,832544,3,1000.0,500,300,2224
abz9,767,792849,4,1000.0,1000,300,1854
abz9,761,244994,2,1000.0,1000,300,814
abz9,785,490809,6,1000.0,1000,300,2674
abz9,784,960897,4,1000.0,1000,300,354
abz9,805,960897,6,1000.0,500,300,364
abz9,769,490809,8,1000.0,500,300,2684
abz9,805,7169,8,1000.0,500,300,184
abz9,785,97017,2,1000.0,1000,300,1514
abz9,780,490809,3,1000.0,1000,300,2634
abz9,791,97017,4,1000.0,1000,300,1554
abz9,785,792849,3,1000.0,1000,300,1834
abz9,782,960897,6,1000.0,1000,300,374
abz9,783,929289,2,1000.0,500,300,904
abz9,772,947154,6,1000.0,500,300,264
abz9,739,265062,3,1000.0,1000,300,2534
abz9,785,63476,8,1000.0,500,300,1084
abz9,805,244994,8,1000.0,1000,300,894
abz9,770,792849,6,1000.0,1000,300,1874
abz9,821,490809,4,1000.0,500,300,2644
abz9,784,14594,6,1000.0,500,300,1764
abz9,758,53631,6,1000.0,1000,300,2774
abz9,780,97017,3,1000.0,500,300,1524
abz9,796,97017,6,1000.0,1000,300,1574
abz9,794,14594,4,1000.0,1000,300,1754
abz9,801,960897,4,1000.0,500,300,344
abz9,780,929289,2,1000.0,1000,300,914
abz9,783,791673,3,1000.0,1000,300,1934
abz9,790,520697,8,1000.0,1000,300,2994
abz9,765,53631,8,1000.0,1000,300,2794
abz9,762,63476,8,1000.0,1000,300,1094
abz9,787,265062,4,1000.0,500,300,2544
abz9,772,650157,3,1000.0,1000,300,434
abz9,768,53631,4,1000.0,500,300,2744
abz9,787,520697,6,1000.0,1000,300,2974
abz9,774,637083,6,1000.0,500,300,1464
abz9,795,791673,4,1000.0,1000,300,1954
abz9,777,7169,8,1000.0,1000,300,194
abz9,799,53631,3,1000.0,1000,300,2734
abz9,781,97017,8,1000.0,500,300,1584
abz9,770,640662,2,1000.0,500,300,1104
abz9,789,265062,6,1000.0,500,300,2564
abz9,802,650157,2,1000.0,1000,300,414
abz9,807,520697,8,1000.0,500,300,2984
abz9,797,947154,8,1000.0,1000,300,294
abz9,787,835140,4,1000.0,500,300,44
abz9,774,7169,2,1000.0,1000,300,114
abz9,769,791673,4,1000.0,500,300,1944
abz9,811,244994,8,1000.0,500,300,884
abz9,770,947154,6,1000.0,1000,300,274
abz9,784,14594,8,1000.0,1000,300,1794
abz9,774,637083,4,1000.0,1000,300,1454
abz9,813,265062,4,1000.0,1000,300,2554
abz9,789,650157,4,1000.0,500,300,444
abz9,761,567867,8,1000.0,1000,300,794
abz9,780,640662,6,1000.0,500,300,1164
abz9,767,53631,4,1000.0,1000,300,2754
abz9,794,244994,3,1000.0,500,300,824
abz9,787,960897,2,1000.0,500,300,304
abz9,789,791673,6,1000.0,500,300,1964
abz9,769,63476,6,1000.0,500,300,1064
abz9,790,791673,3,1000.0,500,300,1924
abz9,782,265062,8,1000.0,500,300,2584
abz9,774,14594,4,1000.0,500,300,1744
abz9,795,637083,4,1000.0,500,300,1444
abz9,771,929289,3,1000.0,500,300,924
abz9,775,947154,4,1000.0,1000,300,254
