seed,rules:+...
961048,"lpt,ltwr,lps"
961048,"lpt,ltwr,stpt"
961048,"lpt,ltwr,ltpt"
961048,"lpt,ltwr,ect"
961048,"lpt,ltwr,lct"
961048,"lpt,ltwr,swt"
961048,"lpt,ltwr,lwt"
961048,"lpt,mtwr,sps"
961048,"lpt,mtwr,lps"
961048,"lpt,mtwr,stpt"
961048,"lpt,mtwr,ltpt"
961048,"lpt,mtwr,ect"
961048,"lpt,mtwr,lct"
961048,"lpt,mtwr,swt"
961048,"lpt,mtwr,lwt"
961048,"sps,spt,stpt"
961048,"sps,spt,ltpt"
961048,"sps,spt,ect"
961048,"sps,spt,lct"
961048,"sps,spt,swt"
961048,"sps,spt,lwt"
961048,"sps,spt,ltwr"
961048,"sps,spt,mtwr"
961048,"sps,lpt,stpt"
961048,"sps,lpt,ltpt"
961048,"sps,lpt,ect"
961048,"sps,lpt,lct"
961048,"sps,lpt,swt"
961048,"sps,lpt,lwt"
961048,"sps,lpt,ltwr"
961048,"sps,lpt,mtwr"
961048,"sps,stpt,spt"
961048,"sps,stpt,lpt"
961048,"sps,stpt,ect"
961048,"sps,stpt,lct"
961048,"sps,stpt,swt"
961048,"sps,stpt,lwt"
961048,"sps,stpt,ltwr"
961048,"sps,stpt,mtwr"
961048,"sps,ltpt,spt"
961048,"sps,ltpt,lpt"
961048,"sps,ltpt,ect"
961048,"sps,ltpt,lct"
961048,"sps,ltpt,swt"
961048,"sps,ltpt,lwt"
961048,"sps,ltpt,ltwr"
961048,"sps,ltpt,mtwr"
961048,"sps,ect,spt"
961048,"sps,ect,lpt"
961048,"sps,ect,stpt"
961048,"sps,ect,ltpt"
961048,"sps,ect,swt"
961048,"sps,ect,lwt"
961048,"sps,ect,ltwr"
961048,"sps,ect,mtwr"
961048,"sps,lct,spt"
961048,"sps,lct,lpt"
961048,"sps,lct,stpt"
961048,"sps,lct,ltpt"
961048,"sps,lct,swt"
961048,"sps,lct,lwt"
961048,"sps,lct,ltwr"
961048,"sps,lct,mtwr"
961048,"sps,swt,spt"
961048,"sps,swt,lpt"
961048,"sps,swt,stpt"
961048,"sps,swt,ltpt"
961048,"sps,swt,ect"
961048,"sps,swt,lct"
961048,"sps,swt,ltwr"
961048,"sps,swt,mtwr"
961048,"sps,lwt,spt"
961048,"sps,lwt,lpt"
961048,"sps,lwt,stpt"
961048,"sps,lwt,ltpt"
961048,"sps,lwt,ect"
961048,"sps,lwt,lct"
961048,"sps,lwt,ltwr"
961048,"sps,lwt,mtwr"
961048,"sps,ltwr,spt"
961048,"sps,ltwr,lpt"
961048,"sps,ltwr,stpt"
961048,"sps,ltwr,ltpt"
961048,"sps,ltwr,ect"
961048,"sps,ltwr,lct"
961048,"sps,ltwr,swt"
961048,"sps,ltwr,lwt"
961048,"sps,mtwr,spt"
961048,"sps,mtwr,lpt"
961048,"sps,mtwr,stpt"
961048,"sps,mtwr,ltpt"
961048,"sps,mtwr,ect"
961048,"sps,mtwr,lct"
961048,"sps,mtwr,swt"
961048,"sps,mtwr,lwt"
961048,"lps,spt,stpt"
961048,"lps,spt,ltpt"
961048,"lps,spt,ect"
961048,"lps,spt,lct"
961048,"lps,spt,swt"
961048,"lps,spt,lwt"
961048,"lps,spt,ltwr"
961048,"lps,spt,mtwr"
961048,"lps,lpt,stpt"
961048,"lps,lpt,ltpt"
961048,"lps,lpt,ect"
961048,"lps,lpt,lct"
961048,"lps,lpt,swt"
961048,"lps,lpt,lwt"
961048,"lps,lpt,ltwr"
961048,"lps,lpt,mtwr"
961048,"lps,stpt,spt"
961048,"lps,stpt,lpt"
961048,"lps,stpt,ect"
961048,"lps,stpt,lct"
961048,"lps,stpt,swt"
961048,"lps,stpt,lwt"
961048,"lps,stpt,ltwr"
961048,"lps,stpt,mtwr"
961048,"lps,ltpt,spt"
961048,"lps,ltpt,lpt"
961048,"lps,ltpt,ect"
961048,"lps,ltpt,lct"
961048,"lps,ltpt,swt"
961048,"lps,ltpt,lwt"
961048,"lps,ltpt,ltwr"
961048,"lps,ltpt,mtwr"
961048,"lps,ect,spt"
961048,"lps,ect,lpt"
961048,"lps,ect,stpt"
961048,"lps,ect,ltpt"
961048,"lps,ect,swt"
961048,"lps,ect,lwt"
961048,"lps,ect,ltwr"
961048,"lps,ect,mtwr"
961048,"lps,lct,spt"
961048,"lps,lct,lpt"
961048,"lps,lct,stpt"
961048,"lps,lct,ltpt"
961048,"lps,lct,swt"
961048,"lps,lct,lwt"
961048,"lps,lct,ltwr"
961048,"lps,lct,mtwr"
961048,"lps,swt,spt"
961048,"lps,swt,lpt"
961048,"lps,swt,stpt"
961048,"lps,swt,ltpt"
961048,"lps,swt,ect"
961048,"lps,swt,lct"
961048,"lps,swt,ltwr"
961048,"lps,swt,mtwr"
961048,"lps,lwt,spt"
961048,"lps,lwt,lpt"
961048,"lps,lwt,stpt"
961048,"lps,lwt,ltpt"
961048,"lps,lwt,ect"
961048,"lps,lwt,lct"
961048,"lps,lwt,ltwr"
961048,"lps,lwt,mtwr"
961048,"lps,ltwr,spt"
961048,"lps,ltwr,lpt"
961048,"lps,ltwr,stpt"
961048,"lps,ltwr,ltpt"
961048,"lps,ltwr,ect"
961048,"lps,ltwr,lct"
961048,"lps,ltwr,swt"
961048,"lps,ltwr,lwt"
961048,"lps,mtwr,spt"
961048,"lps,mtwr,lpt"
961048,"lps,mtwr,stpt"
961048,"lps,mtwr,ltpt"
961048,"lps,mtwr,ect"
961048,"lps,mtwr,lct"
961048,"lps,mtwr,swt"
961048,"lps,mtwr,lwt"
961048,"stpt,spt,sps"
961048,"stpt,spt,lps"
961048,"stpt,spt,ect"
961048,"stpt,spt,lct"
961048,"stpt,spt,swt"
961048,"stpt,spt,lwt"
961048,"stpt,spt,ltwr"
961048,"stpt,spt,mtwr"
961048,"stpt,lpt,sps"
961048,"stpt,lpt,lps"
961048,"stpt,lpt,ect"
961048,"stpt,lpt,lct"
961048,"stpt,lpt,swt"
961048,"stpt,lpt,lwt"
961048,"stpt,lpt,ltwr"
961048,"stpt,lpt,mtwr"
961048,"stpt,sps,spt"
961048,"stpt,sps,lpt"
961048,"stpt,sps,ect"
961048,"stpt,sps,lct"
961048,"stpt,sps,swt"
961048,"stpt,sps,lwt"
961048,"stpt,sps,ltwr"
961048,"stpt,sps,mtwr"
961048,"stpt,lps,spt"
961048,"stpt,lps,lpt"
961048,"stpt,lps,ect"
961048,"stpt,lps,lct"
961048,"stpt,lps,swt"
961048,"stpt,lps,lwt"
961048,"stpt,lps,ltwr"
961048,"stpt,lps,mtwr"
961048,"stpt,ect,spt"
961048,"stpt,ect,lpt"
961048,"stpt,ect,sps"
961048,"stpt,ect,lps"
961048,"stpt,ect,swt"
961048,"stpt,ect,lwt"
961048,"stpt,ect,ltwr"
961048,"stpt,ect,mtwr"
961048,"stpt,lct,spt"
961048,"stpt,lct,lpt"
961048,"stpt,lct,sps"
961048,"stpt,lct,lps"
961048,"stpt,lct,swt"
961048,"stpt,lct,lwt"
961048,"stpt,lct,ltwr"
961048,"stpt,lct,mtwr"
961048,"stpt,swt,spt"
961048,"stpt,swt,lpt"
961048,"stpt,swt,sps"
961048,"stpt,swt,lps"
961048,"stpt,swt,ect"
961048,"stpt,swt,lct"
961048,"stpt,swt,ltwr"
961048,"stpt,swt,mtwr"
961048,"stpt,lwt,spt"
961048,"stpt,lwt,lpt"
961048,"stpt,lwt,sps"
961048,"stpt,lwt,lps"
961048,"stpt,lwt,ect"
961048,"stpt,lwt,lct"
961048,"stpt,lwt,ltwr"
961048,"stpt,lwt,mtwr"
961048,"stpt,ltwr,spt"
961048,"stpt,ltwr,lpt"
961048,"stpt,ltwr,sps"
961048,"stpt,ltwr,lps"
961048,"stpt,ltwr,ect"
961048,"stpt,ltwr,lct"
961048,"stpt,ltwr,swt"
961048,"stpt,ltwr,lwt"
961048,"stpt,mtwr,spt"
961048,"stpt,mtwr,lpt"
961048,"stpt,mtwr,sps"
961048,"stpt,mtwr,lps"
961048,"stpt,mtwr,ect"
961048,"stpt,mtwr,lct"
961048,"stpt,mtwr,swt"
961048,"stpt,mtwr,lwt"
961048,"ltpt,spt,sps"
961048,"ltpt,spt,lps"
961048,"ltpt,spt,ect"
961048,"ltpt,spt,lct"
961048,"ltpt,spt,swt"
961048,"ltpt,spt,lwt"
961048,"ltpt,spt,ltwr"
961048,"ltpt,spt,mtwr"
961048,"ltpt,lpt,sps"
961048,"ltpt,lpt,lps"
961048,"ltpt,lpt,ect"
961048,"ltpt,lpt,lct"
961048,"ltpt,lpt,swt"
961048,"ltpt,lpt,lwt"
961048,"ltpt,lpt,ltwr"
961048,"ltpt,lpt,mtwr"
961048,"ltpt,sps,spt"
961048,"ltpt,sps,lpt"
961048,"ltpt,sps,ect"
961048,"ltpt,sps,lct"
961048,"ltpt,sps,swt"
961048,"ltpt,sps,lwt"
961048,"ltpt,sps,ltwr"
961048,"ltpt,sps,mtwr"
961048,"ltpt,lps,spt"
961048,"ltpt,lps,lpt"
961048,"ltpt,lps,ect"
961048,"ltpt,lps,lct"
961048,"ltpt,lps,swt"
961048,"ltpt,lps,lwt"
961048,"ltpt,lps,ltwr"
961048,"ltpt,lps,mtwr"
961048,"ltpt,ect,spt"
961048,"ltpt,ect,lpt"
961048,"ltpt,ect,sps"
961048,"ltpt,ect,lps"
961048,"ltpt,ect,swt"
961048,"ltpt,ect,lwt"
961048,"ltpt,ect,ltwr"
961048,"ltpt,ect,mtwr"
961048,"ltpt,lct,spt"
961048,"ltpt,lct,lpt"
961048,"ltpt,lct,sps"
961048,"ltpt,lct,lps"
961048,"ltpt,lct,swt"
961048,"ltpt,lct,lwt"
961048,"ltpt,lct,ltwr"
961048,"ltpt,lct,mtwr"
961048,"ltpt,swt,spt"
961048,"ltpt,swt,lpt"
961048,"ltpt,swt,sps"
961048,"ltpt,swt,lps"
961048,"ltpt,swt,ect"
961048,"ltpt,swt,lct"
961048,"ltpt,swt,ltwr"
961048,"ltpt,swt,mtwr"
961048,"ltpt,lwt,spt"
961048,"ltpt,lwt,lpt"
961048,"ltpt,lwt,sps"
961048,"ltpt,lwt,lps"
961048,"ltpt,lwt,ect"
961048,"ltpt,lwt,lct"
961048,"ltpt,lwt,ltwr"
961048,"ltpt,lwt,mtwr"
961048,"ltpt,ltwr,spt"
961048,"ltpt,ltwr,lpt"
961048,"ltpt,ltwr,sps"
961048,"ltpt,ltwr,lps"
961048,"ltpt,ltwr,ect"
961048,"ltpt,ltwr,lct"
961048,"ltpt,ltwr,swt"
961048,"ltpt,ltwr,lwt"
961048,"ltpt,mtwr,spt"
961048,"ltpt,mtwr,lpt"
961048,"ltpt,mtwr,sps"
961048,"ltpt,mtwr,lps"
961048,"ltpt,mtwr,ect"
961048,"ltpt,mtwr,lct"
961048,"ltpt,mtwr,swt"
961048,"ltpt,mtwr,lwt"
961048,"ect,spt,sps"
961048,"ect,spt,lps"
961048,"ect,spt,stpt"
961048,"ect,spt,ltpt"
961048,"ect,spt,swt"
961048,"ect,spt,lwt"
961048,"ect,spt,ltwr"
961048,"ect,spt,mtwr"
961048,"ect,lpt,sps"
961048,"ect,lpt,lps"
961048,"ect,lpt,stpt"
961048,"ect,lpt,ltpt"
961048,"ect,lpt,swt"
961048,"ect,lpt,lwt"
961048,"ect,lpt,ltwr"
961048,"ect,lpt,mtwr"
961048,"ect,sps,spt"
961048,"ect,sps,lpt"
961048,"ect,sps,stpt"
961048,"ect,sps,ltpt"
961048,"ect,sps,swt"
961048,"ect,sps,lwt"
961048,"ect,sps,ltwr"
961048,"ect,sps,mtwr"
961048,"ect,lps,spt"
961048,"ect,lps,lpt"
961048,"ect,lps,stpt"
961048,"ect,lps,ltpt"
961048,"ect,lps,swt"
961048,"ect,lps,lwt"
961048,"ect,lps,ltwr"
961048,"ect,lps,mtwr"
961048,"ect,stpt,spt"
961048,"ect,stpt,lpt"
961048,"ect,stpt,sps"
961048,"ect,stpt,lps"
961048,"ect,stpt,swt"
961048,"ect,stpt,lwt"
961048,"ect,stpt,ltwr"
961048,"ect,stpt,mtwr"
961048,"ect,ltpt,spt"
961048,"ect,ltpt,lpt"
961048,"ect,ltpt,sps"
961048,"ect,ltpt,lps"
961048,"ect,ltpt,swt"
961048,"ect,ltpt,lwt"
961048,"ect,ltpt,ltwr"
961048,"ect,ltpt,mtwr"
961048,"ect,swt,spt"
961048,"ect,swt,lpt"
961048,"ect,swt,sps"
961048,"ect,swt,lps"
961048,"ect,swt,stpt"
961048,"ect,swt,ltpt"
961048,"ect,swt,ltwr"
961048,"ect,swt,mtwr"
961048,"ect,lwt,spt"
961048,"ect,lwt,lpt"
961048,"ect,lwt,sps"
961048,"ect,lwt,lps"
961048,"ect,lwt,stpt"
961048,"ect,lwt,ltpt"
961048,"ect,lwt,ltwr"
961048,"ect,lwt,mtwr"
961048,"ect,ltwr,spt"
961048,"ect,ltwr,lpt"
961048,"ect,ltwr,sps"
961048,"ect,ltwr,lps"
961048,"ect,ltwr,stpt"
961048,"ect,ltwr,ltpt"
961048,"ect,ltwr,swt"
961048,"ect,ltwr,lwt"
961048,"ect,mtwr,spt"
961048,"ect,mtwr,lpt"
961048,"ect,mtwr,sps"
961048,"ect,mtwr,lps"
961048,"ect,mtwr,stpt"
961048,"ect,mtwr,ltpt"
961048,"ect,mtwr,swt"
961048,"ect,mtwr,lwt"
961048,"lct,spt,sps"
961048,"lct,spt,lps"
961048,"lct,spt,stpt"
961048,"lct,spt,ltpt"
961048,"lct,spt,swt"
961048,"lct,spt,lwt"
961048,"lct,spt,ltwr"
961048,"lct,spt,mtwr"
961048,"lct,lpt,sps"
961048,"lct,lpt,lps"
961048,"lct,lpt,stpt"
961048,"lct,lpt,ltpt"
961048,"lct,lpt,swt"
961048,"lct,lpt,lwt"
961048,"lct,lpt,ltwr"
961048,"lct,lpt,mtwr"
961048,"lct,sps,spt"
961048,"lct,sps,lpt"
961048,"lct,sps,stpt"
961048,"lct,sps,ltpt"
961048,"lct,sps,swt"
961048,"lct,sps,lwt"
961048,"lct,sps,ltwr"
961048,"lct,sps,mtwr"
961048,"lct,lps,spt"
961048,"lct,lps,lpt"
961048,"lct,lps,stpt"
961048,"lct,lps,ltpt"
961048,"lct,lps,swt"
961048,"lct,lps,lwt"
961048,"lct,lps,ltwr"
961048,"lct,lps,mtwr"
961048,"lct,stpt,spt"
961048,"lct,stpt,lpt"
961048,"lct,stpt,sps"
961048,"lct,stpt,lps"
961048,"lct,stpt,swt"
961048,"lct,stpt,lwt"
961048,"lct,stpt,ltwr"
961048,"lct,stpt,mtwr"
961048,"lct,ltpt,spt"
961048,"lct,ltpt,lpt"
961048,"lct,ltpt,sps"
961048,"lct,ltpt,lps"
961048,"lct,ltpt,swt"
961048,"lct,ltpt,lwt"
961048,"lct,ltpt,ltwr"
961048,"lct,ltpt,mtwr"
961048,"lct,swt,spt"
961048,"lct,swt,lpt"
961048,"lct,swt,sps"
961048,"lct,swt,lps"
961048,"lct,swt,stpt"
961048,"lct,swt,ltpt"
961048,"lct,swt,ltwr"
961048,"lct,swt,mtwr"
961048,"lct,lwt,spt"
961048,"lct,lwt,lpt"
961048,"lct,lwt,sps"
961048,"lct,lwt,lps"
961048,"lct,lwt,stpt"
961048,"lct,lwt,ltpt"
961048,"lct,lwt,ltwr"
961048,"lct,lwt,mtwr"
961048,"lct,ltwr,spt"
961048,"lct,ltwr,lpt"
961048,"lct,ltwr,sps"
961048,"lct,ltwr,lps"
961048,"lct,ltwr,stpt"
961048,"lct,ltwr,ltpt"
961048,"lct,ltwr,swt"
961048,"lct,ltwr,lwt"
961048,"lct,mtwr,spt"
961048,"lct,mtwr,lpt"
961048,"lct,mtwr,sps"
961048,"lct,mtwr,lps"
961048,"lct,mtwr,stpt"
961048,"lct,mtwr,ltpt"
961048,"lct,mtwr,swt"
961048,"lct,mtwr,lwt"
961048,"swt,spt,sps"
961048,"swt,spt,lps"
961048,"swt,spt,stpt"
961048,"swt,spt,ltpt"
961048,"swt,spt,ect"
961048,"swt,spt,lct"
961048,"swt,spt,ltwr"
961048,"swt,spt,mtwr"
961048,"swt,lpt,sps"
961048,"swt,lpt,lps"
961048,"swt,lpt,stpt"
961048,"swt,lpt,ltpt"
961048,"swt,lpt,ect"
961048,"swt,lpt,lct"
961048,"swt,lpt,ltwr"
961048,"swt,lpt,mtwr"
961048,"swt,sps,spt"
961048,"swt,sps,lpt"
961048,"swt,sps,stpt"
961048,"swt,sps,ltpt"
961048,"swt,sps,ect"
961048,"swt,sps,lct"
961048,"swt,sps,ltwr"
961048,"swt,sps,mtwr"
961048,"swt,lps,spt"
961048,"swt,lps,lpt"
961048,"swt,lps,stpt"
961048,"swt,lps,ltpt"
961048,"swt,lps,ect"
961048,"swt,lps,lct"
961048,"swt,lps,ltwr"
961048,"swt,lps,mtwr"
961048,"swt,stpt,spt"
961048,"swt,stpt,lpt"
961048,"swt,stpt,sps"
961048,"swt,stpt,lps"
961048,"swt,stpt,ect"
961048,"swt,stpt,lct"
961048,"swt,stpt,ltwr"
961048,"swt,stpt,mtwr"
961048,"swt,ltpt,spt"
961048,"swt,ltpt,lpt"
961048,"swt,ltpt,sps"
961048,"swt,ltpt,lps"
961048,"swt,ltpt,ect"
961048,"swt,ltpt,lct"
961048,"swt,ltpt,ltwr"
961048,"swt,ltpt,mtwr"
961048,"swt,ect,spt"
961048,"swt,ect,lpt"
961048,"swt,ect,sps"
961048,"swt,ect,lps"
961048,"swt,ect,stpt"
961048,"swt,ect,ltpt"
961048,"swt,ect,ltwr"
961048,"swt,ect,mtwr"
961048,"swt,lct,spt"
961048,"swt,lct,lpt"
961048,"swt,lct,sps"
961048,"swt,lct,lps"
961048,"swt,lct,stpt"
961048,"swt,lct,ltpt"
961048,"swt,lct,ltwr"
961048,"swt,lct,mtwr"
961048,"swt,ltwr,spt"
961048,"swt,ltwr,lpt"
961048,"swt,ltwr,sps"
961048,"swt,ltwr,lps"
961048,"swt,ltwr,stpt"
961048,"swt,ltwr,ltpt"
961048,"swt,ltwr,ect"
961048,"swt,ltwr,lct"
961048,"swt,mtwr,spt"
961048,"swt,mtwr,lpt"
961048,"swt,mtwr,sps"
961048,"swt,mtwr,lps"
961048,"swt,mtwr,stpt"
961048,"swt,mtwr,ltpt"
961048,"swt,mtwr,ect"
961048,"swt,mtwr,lct"
961048,"lwt,spt,sps"
961048,"lwt,spt,lps"
961048,"lwt,spt,stpt"
961048,"lwt,spt,ltpt"
961048,"lwt,spt,ect"
961048,"lwt,spt,lct"
961048,"lwt,spt,ltwr"
961048,"lwt,spt,mtwr"
961048,"lwt,lpt,sps"
961048,"lwt,lpt,lps"
961048,"lwt,lpt,stpt"
961048,"lwt,lpt,ltpt"
961048,"lwt,lpt,ect"
961048,"lwt,lpt,lct"
961048,"lwt,lpt,ltwr"
961048,"lwt,lpt,mtwr"
961048,"lwt,sps,spt"
961048,"lwt,sps,lpt"
961048,"lwt,sps,stpt"
961048,"lwt,sps,ltpt"
961048,"lwt,sps,ect"
961048,"lwt,sps,lct"
961048,"lwt,sps,ltwr"
961048,"lwt,sps,mtwr"
961048,"lwt,lps,spt"
961048,"lwt,lps,lpt"
961048,"lwt,lps,stpt"
961048,"lwt,lps,ltpt"
961048,"lwt,lps,ect"
961048,"lwt,lps,lct"
961048,"lwt,lps,ltwr"
961048,"lwt,lps,mtwr"
961048,"lwt,stpt,spt"
961048,"lwt,stpt,lpt"
961048,"lwt,stpt,sps"
961048,"lwt,stpt,lps"
961048,"lwt,stpt,ect"
961048,"lwt,stpt,lct"
961048,"lwt,stpt,ltwr"
961048,"lwt,stpt,mtwr"
961048,"lwt,ltpt,spt"
961048,"lwt,ltpt,lpt"
961048,"lwt,ltpt,sps"
961048,"lwt,ltpt,lps"
961048,"lwt,ltpt,ect"
961048,"lwt,ltpt,lct"
961048,"lwt,ltpt,ltwr"
961048,"lwt,ltpt,mtwr"
961048,"lwt,ect,spt"
961048,"lwt,ect,lpt"
961048,"lwt,ect,sps"
961048,"lwt,ect,lps"
961048,"lwt,ect,stpt"
961048,"lwt,ect,ltpt"
961048,"lwt,ect,ltwr"
961048,"lwt,ect,mtwr"
961048,"lwt,lct,spt"
961048,"lwt,lct,lpt"
961048,"lwt,lct,sps"
961048,"lwt,lct,lps"
961048,"lwt,lct,stpt"
961048,"lwt,lct,ltpt"
961048,"lwt,lct,ltwr"
961048,"lwt,lct,mtwr"
961048,"lwt,ltwr,spt"
961048,"lwt,ltwr,lpt"
961048,"lwt,ltwr,sps"
961048,"lwt,ltwr,lps"
961048,"lwt,ltwr,stpt"
961048,"lwt,ltwr,ltpt"
961048,"lwt,ltwr,ect"
961048,"lwt,ltwr,lct"
961048,"lwt,mtwr,spt"
961048,"lwt,mtwr,lpt"
961048,"lwt,mtwr,sps"
961048,"lwt,mtwr,lps"
961048,"lwt,mtwr,stpt"
961048,"lwt,mtwr,ltpt"
961048,"lwt,mtwr,ect"
961048,"lwt,mtwr,lct"
961048,"ltwr,spt,sps"
961048,"ltwr,spt,lps"
961048,"ltwr,spt,stpt"
961048,"ltwr,spt,ltpt"
961048,"ltwr,spt,ect"
961048,"ltwr,spt,lct"
961048,"ltwr,spt,swt"
961048,"ltwr,spt,lwt"
961048,"ltwr,lpt,sps"
961048,"ltwr,lpt,lps"
961048,"ltwr,lpt,stpt"
961048,"ltwr,lpt,ltpt"
961048,"ltwr,lpt,ect"
961048,"ltwr,lpt,lct"
961048,"ltwr,lpt,swt"
961048,"ltwr,lpt,lwt"
961048,"ltwr,sps,spt"
961048,"ltwr,sps,lpt"
961048,"ltwr,sps,stpt"
961048,"ltwr,sps,ltpt"
961048,"ltwr,sps,ect"
961048,"ltwr,sps,lct"
961048,"ltwr,sps,swt"
961048,"ltwr,sps,lwt"
961048,"ltwr,lps,spt"
961048,"ltwr,lps,lpt"
961048,"ltwr,lps,stpt"
961048,"ltwr,lps,ltpt"
961048,"ltwr,lps,ect"
961048,"ltwr,lps,lct"
961048,"ltwr,lps,swt"
961048,"ltwr,lps,lwt"
961048,"ltwr,stpt,spt"
961048,"ltwr,stpt,lpt"
961048,"ltwr,stpt,sps"
961048,"ltwr,stpt,lps"
961048,"ltwr,stpt,ect"
961048,"ltwr,stpt,lct"
961048,"ltwr,stpt,swt"
961048,"ltwr,stpt,lwt"
961048,"ltwr,ltpt,spt"
961048,"ltwr,ltpt,lpt"
961048,"ltwr,ltpt,sps"
961048,"ltwr,ltpt,lps"
961048,"ltwr,ltpt,ect"
961048,"ltwr,ltpt,lct"
961048,"ltwr,ltpt,swt"
961048,"ltwr,ltpt,lwt"
961048,"ltwr,ect,spt"
961048,"ltwr,ect,lpt"
961048,"ltwr,ect,sps"
961048,"ltwr,ect,lps"
961048,"ltwr,ect,stpt"
961048,"ltwr,ect,ltpt"
961048,"ltwr,ect,swt"
961048,"ltwr,ect,lwt"
961048,"ltwr,lct,spt"
961048,"ltwr,lct,lpt"
961048,"ltwr,lct,sps"
961048,"ltwr,lct,lps"
961048,"ltwr,lct,stpt"
961048,"ltwr,lct,ltpt"
961048,"ltwr,lct,swt"
961048,"ltwr,lct,lwt"
961048,"ltwr,swt,spt"
961048,"ltwr,swt,lpt"
961048,"ltwr,swt,sps"
961048,"ltwr,swt,lps"
961048,"ltwr,swt,stpt"
961048,"ltwr,swt,ltpt"
961048,"ltwr,swt,ect"
961048,"ltwr,swt,lct"
961048,"ltwr,lwt,spt"
961048,"ltwr,lwt,lpt"
961048,"ltwr,lwt,sps"
961048,"ltwr,lwt,lps"
961048,"ltwr,lwt,stpt"
961048,"ltwr,lwt,ltpt"
961048,"ltwr,lwt,ect"
961048,"ltwr,lwt,lct"
961048,"mtwr,spt,sps"
961048,"mtwr,spt,lps"
961048,"mtwr,spt,stpt"
961048,"mtwr,spt,ltpt"
961048,"mtwr,spt,ect"
961048,"mtwr,spt,lct"
961048,"mtwr,spt,swt"
961048,"mtwr,spt,lwt"
961048,"mtwr,lpt,sps"
961048,"mtwr,lpt,lps"
961048,"mtwr,lpt,stpt"
961048,"mtwr,lpt,ltpt"
961048,"mtwr,lpt,ect"
961048,"mtwr,lpt,lct"
961048,"mtwr,lpt,swt"
961048,"mtwr,lpt,lwt"
961048,"mtwr,sps,spt"
961048,"mtwr,sps,lpt"
961048,"mtwr,sps,stpt"
961048,"mtwr,sps,ltpt"
961048,"mtwr,sps,ect"
961048,"mtwr,sps,lct"
961048,"mtwr,sps,swt"
961048,"mtwr,sps,lwt"
961048,"mtwr,lps,spt"
961048,"mtwr,lps,lpt"
961048,"mtwr,lps,stpt"
961048,"mtwr,lps,ltpt"
961048,"mtwr,lps,ect"
961048,"mtwr,lps,lct"
961048,"mtwr,lps,swt"
961048,"mtwr,lps,lwt"
961048,"mtwr,stpt,spt"
961048,"mtwr,stpt,lpt"
961048,"mtwr,stpt,sps"
961048,"mtwr,stpt,lps"
961048,"mtwr,stpt,ect"
961048,"mtwr,stpt,lct"
961048,"mtwr,stpt,swt"
961048,"mtwr,stpt,lwt"
961048,"mtwr,ltpt,spt"
961048,"mtwr,ltpt,lpt"
961048,"mtwr,ltpt,sps"
961048,"mtwr,ltpt,lps"
961048,"mtwr,ltpt,ect"
961048,"mtwr,ltpt,lct"
961048,"mtwr,ltpt,swt"
961048,"mtwr,ltpt,lwt"
961048,"mtwr,ect,spt"
961048,"mtwr,ect,lpt"
961048,"mtwr,ect,sps"
961048,"mtwr,ect,lps"
961048,"mtwr,ect,stpt"
961048,"mtwr,ect,ltpt"
961048,"mtwr,ect,swt"
961048,"mtwr,ect,lwt"
961048,"mtwr,lct,spt"
961048,"mtwr,lct,lpt"
961048,"mtwr,lct,sps"
961048,"mtwr,lct,lps"
961048,"mtwr,lct,stpt"
961048,"mtwr,lct,ltpt"
961048,"mtwr,lct,swt"
961048,"mtwr,lct,lwt"
961048,"mtwr,swt,spt"
961048,"mtwr,swt,lpt"
961048,"mtwr,swt,sps"
961048,"mtwr,swt,lps"
961048,"mtwr,swt,stpt"
961048,"mtwr,swt,ltpt"
961048,"mtwr,swt,ect"
961048,"mtwr,swt,lct"
961048,"mtwr,lwt,spt"
961048,"mtwr,lwt,lpt"
961048,"mtwr,lwt,sps"
961048,"mtwr,lwt,lps"
961048,"mtwr,lwt,stpt"
961048,"mtwr,lwt,ltpt"
961048,"mtwr,lwt,ect"
961048,"mtwr,lwt,lct"
785453,"spt,sps,stpt"
785453,"spt,sps,ltpt"
785453,"spt,sps,ect"
785453,"spt,sps,lct"
785453,"spt,sps,swt"
785453,"spt,sps,lwt"
785453,"spt,sps,ltwr"
785453,"spt,sps,mtwr"
785453,"spt,lps,stpt"
785453,"spt,lps,ltpt"
785453,"spt,lps,ect"
785453,"spt,lps,lct"
785453,"spt,lps,swt"
785453,"spt,lps,lwt"
785453,"spt,lps,ltwr"
785453,"spt,lps,mtwr"
785453,"spt,stpt,sps"
785453,"spt,stpt,lps"
785453,"spt,stpt,ect"
785453,"spt,stpt,lct"
785453,"spt,stpt,swt"
785453,"spt,stpt,lwt"
785453,"spt,stpt,ltwr"
785453,"spt,stpt,mtwr"
785453,"spt,ltpt,sps"
785453,"spt,ltpt,lps"
785453,"spt,ltpt,ect"
785453,"spt,ltpt,lct"
785453,"spt,ltpt,swt"
785453,"spt,ltpt,lwt"
785453,"spt,ltpt,ltwr"
785453,"spt,ltpt,mtwr"
785453,"spt,ect,sps"
785453,"spt,ect,lps"
785453,"spt,ect,stpt"
785453,"spt,ect,ltpt"
785453,"spt,ect,swt"
785453,"spt,ect,lwt"
785453,"spt,ect,ltwr"
785453,"spt,ect,mtwr"
785453,"spt,lct,sps"
785453,"spt,lct,lps"
785453,"spt,lct,stpt"
785453,"spt,lct,ltpt"
785453,"spt,lct,swt"
