seed,tabu_length,max_steps,longest_hold
596316,3,500,500,abz6
596316,3,500,500,la02
596316,3,500,500,abz5
596316,3,500,500,la01
596316,3,750,500,ft10
596316,3,750,500,abz7
596316,3,750,500,ft20
596316,3,750,500,abz9
596316,3,750,500,la04
596316,3,750,500,la03
596316,3,750,500,abz6
596316,3,750,500,la02
596316,3,750,500,abz5
596316,3,750,500,la01
596316,3,1000,500,ft10
596316,3,1000,500,abz7
596316,3,1000,500,ft20
596316,3,1000,500,abz9
596316,3,1000,500,la04
596316,3,1000,500,la03
596316,3,1000,500,abz6
596316,3,1000,500,la02
596316,3,1000,500,abz5
596316,3,1000,500,la01
596316,3,1000,1000,ft10
596316,3,1000,1000,abz7
596316,3,1000,1000,ft20
596316,3,1000,1000,abz9
596316,3,1000,1000,la04
596316,3,1000,1000,la03
596316,3,1000,1000,abz6
596316,3,1000,1000,la02
596316,3,1000,1000,abz5
596316,3,1000,1000,la01
596316,4,500,500,ft10
596316,4,500,500,abz7
596316,4,500,500,ft20
596316,4,500,500,abz9
596316,4,500,500,la04
596316,4,500,500,la03
596316,4,500,500,abz6
596316,4,500,500,la02
596316,4,500,500,abz5
596316,4,500,500,la01
596316,4,750,500,ft10
596316,4,750,500,abz7
596316,4,750,500,ft20
596316,4,750,500,abz9
596316,4,750,500,la04
596316,4,750,500,la03
596316,4,750,500,abz6
596316,4,750,500,la02
596316,4,750,500,abz5
596316,4,750,500,la01
596316,4,1000,500,ft10
596316,4,1000,500,abz7
596316,4,1000,500,ft20
596316,4,1000,500,abz9
596316,4,1000,500,la04
596316,4,1000,500,la03
596316,4,1000,500,abz6
596316,4,1000,500,la02
596316,4,1000,500,abz5
596316,4,1000,500,la01
596316,4,1000,1000,ft10
596316,4,1000,1000,abz7
596316,4,1000,1000,ft20
596316,4,1000,1000,abz9
596316,4,1000,1000,la04
596316,4,1000,1000,la03
596316,4,1000,1000,abz6
596316,4,1000,1000,la02
596316,4,1000,1000,abz5
596316,4,1000,1000,la01
596316,6,500,500,ft10
596316,6,500,500,abz7
596316,6,500,500,ft20
596316,6,500,500,abz9
596316,6,500,500,la04
596316,6,500,500,la03
596316,6,500,500,abz6
596316,6,500,500,la02
596316,6,500,500,abz5
596316,6,500,500,la01
596316,6,750,500,ft10
596316,6,750,500,abz7
596316,6,750,500,ft20
596316,6,750,500,abz9
596316,6,750,500,la04
596316,6,750,500,la03
596316,6,750,500,abz6
596316,6,750,500,la02
596316,6,750,500,abz5
596316,6,750,500,la01
596316,6,1000,500,ft10
596316,6,1000,500,abz7
596316,6,1000,500,ft20
596316,6,1000,500,abz9
596316,6,1000,500,la04
596316,6,1000,500,la03
596316,6,1000,500,abz6
596316,6,1000,500,la02
596316,6,1000,500,abz5
596316,6,1000,500,la01
596316,6,1000,1000,ft10
596316,6,1000,1000,abz7
596316,6,1000,1000,ft20
596316,6,1000,1000,abz9
596316,6,1000,1000,la04
596316,6,1000,1000,la03
596316,6,1000,1000,abz6
596316,6,1000,1000,la02
596316,6,1000,1000,abz5
596316,6,1000,1000,la01
596316,8,500,500,ft10
596316,8,500,500,abz7
596316,8,500,500,ft20
596316,8,500,500,abz9
596316,8,500,500,la04
596316,8,500,500,la03
596316,8,500,500,abz6
596316,8,500,500,la02
596316,8,500,500,abz5
596316,8,500,500,la01
596316,8,750,500,ft10
596316,8,750,500,abz7
596316,8,750,500,ft20
596316,8,750,500,abz9
596316,8,750,500,la04
596316,8,750,500,la03
596316,8,750,500,abz6
596316,8,750,500,la02
596316,8,750,500,abz5
596316,8,750,500,la01
596316,8,1000,500,ft10
596316,8,1000,500,abz7
596316,8,1000,500,ft20
596316,8,1000,500,abz9
596316,8,1000,500,la04
596316,8,1000,500,la03
596316,8,1000,500,abz6
596316,8,1000,500,la02
596316,8,1000,500,abz5
596316,8,1000,500,la01
596316,8,1000,1000,ft10
596316,8,1000,1000,abz7
596316,8,1000,1000,ft20
596316,8,1000,1000,abz9
596316,8,1000,1000,la04
596316,8,1000,1000,la03
596316,8,1000,1000,abz6
596316,8,1000,1000,la02
596316,8,1000,1000,abz5
596316,8,1000,1000,la01
640902,2,500,500,ft10
640902,2,500,500,abz7
640902,2,500,500,ft20
640902,2,500,500,abz9
640902,2,500,500,la04
640902,2,500,500,la03
640902,2,500,500,abz6
640902,2,500,500,la02
640902,2,500,500,abz5
640902,2,500,500,la01
640902,2,750,500,ft10
640902,2,750,500,abz7
640902,2,750,500,ft20
640902,2,750,500,abz9
640902,2,750,500,la04
640902,2,750,500,la03
640902,2,750,500,abz6
640902,2,750,500,la02
640902,2,750,500,abz5
640902,2,750,500,la01
640902,2,1000,500,ft10
640902,2,1000,500,abz7
640902,2,1000,500,ft20
640902,2,1000,500,abz9
640902,2,1000,500,la04
640902,2,1000,500,la03
640902,2,1000,500,abz6
640902,2,1000,500,la02
640902,2,1000,500,abz5
640902,2,1000,500,la01
640902,2,1000,1000,ft10
640902,2,1000,1000,abz7
640902,2,1000,1000,ft20
640902,2,1000,1000,abz9
640902,2,1000,1000,la04
640902,2,1000,1000,la03
640902,2,1000,1000,abz6
640902,2,1000,1000,la02
640902,2,1000,1000,abz5
640902,2,1000,1000,la01
640902,3,500,500,ft10
640902,3,500,500,abz7
640902,3,500,500,ft20
640902,3,500,500,abz9
640902,3,500,500,la04
640902,3,500,500,la03
640902,3,500,500,abz6
640902,3,500,500,la02
640902,3,500,500,abz5
640902,3,500,500,la01
640902,3,750,500,ft10
640902,3,750,500,abz7
640902,3,750,500,ft20
640902,3,750,500,abz9
640902,3,750,500,la04
640902,3,750,500,la03
640902,3,750,500,abz6
640902,3,750,500,la02
640902,3,750,500,abz5
640902,3,750,500,la01
640902,3,1000,500,ft10
640902,3,1000,500,abz7
640902,3,1000,500,ft20
640902,3,1000,500,abz9
640902,3,1000,500,la04
640902,3,1000,500,la03
640902,3,1000,500,abz6
640902,3,1000,500,la02
640902,3,1000,500,abz5
640902,3,1000,500,la01
640902,3,1000,1000,ft10
640902,3,1000,1000,abz7
640902,3,1000,1000,ft20
640902,3,1000,1000,abz9
640902,3,1000,1000,la04
640902,3,1000,1000,la03
640902,3,1000,1000,abz6
640902,3,1000,1000,la02
640902,3,1000,1000,abz5
640902,3,1000,1000,la01
640902,4,500,500,ft10
640902,4,500,500,abz7
640902,4,500,500,ft20
640902,4,500,500,abz9
640902,4,500,500,la04
640902,4,500,500,la03
640902,4,500,500,abz6
640902,4,500,500,la02
640902,4,500,500,abz5
640902,4,500,500,la01
640902,4,750,500,ft10
640902,4,750,500,abz7
640902,4,750,500,ft20
640902,4,750,500,abz9
640902,4,750,500,la04
640902,4,750,500,la03
640902,4,750,500,abz6
640902,4,750,500,la02
640902,4,750,500,abz5
640902,4,750,500,la01
640902,4,1000,500,ft10
640902,4,1000,500,abz7
640902,4,1000,500,ft20
640902,4,1000,500,abz9
640902,4,1000,500,la04
640902,4,1000,500,la03
640902,4,1000,500,abz6
640902,4,1000,500,la02
640902,4,1000,500,abz5
640902,4,1000,500,la01
640902,4,1000,1000,ft10
640902,4,1000,1000,abz7
640902,4,1000,1000,ft20
640902,4,1000,1000,abz9
640902,4,1000,1000,la04
640902,4,1000,1000,la03
640902,4,1000,1000,abz6
640902,4,1000,1000,la02
640902,4,1000,1000,abz5
640902,4,1000,1000,la01
640902,6,500,500,ft10
640902,6,500,500,abz7
640902,6,500,500,ft20
640902,6,500,500,abz9
640902,6,500,500,la04
640902,6,500,500,la03
640902,6,500,500,abz6
640902,6,500,500,la02
640902,6,500,500,abz5
640902,6,500,500,la01
640902,6,750,500,ft10
640902,6,750,500,abz7
640902,6,750,500,ft20
640902,6,750,500,abz9
640902,6,750,500,la04
640902,6,750,500,la03
640902,6,750,500,abz6
640902,6,750,500,la02
640902,6,750,500,abz5
640902,6,750,500,la01
640902,6,1000,500,ft10
640902,6,1000,500,abz7
640902,6,1000,500,ft20
640902,6,1000,500,abz9
640902,6,1000,500,la04
640902,6,1000,500,la03
640902,6,1000,500,abz6
640902,6,1000,500,la02
640902,6,1000,500,abz5
640902,6,1000,500,la01
640902,6,1000,1000,ft10
640902,6,1000,1000,abz7
640902,6,1000,1000,ft20
640902,6,1000,1000,abz9
640902,6,1000,1000,la04
640902,6,1000,1000,la03
640902,6,1000,1000,abz6
640902,6,1000,1000,la02
640902,6,1000,1000,abz5
640902,6,1000,1000,la01
640902,8,500,500,ft10
640902,8,500,500,abz7
640902,8,500,500,ft20
640902,8,500,500,abz9
640902,8,500,500,la04
640902,8,500,500,la03
640902,8,500,500,abz6
640902,8,500,500,la02
640902,8,500,500,abz5
640902,8,500,500,la01
640902,8,750,500,ft10
640902,8,750,500,abz7
640902,8,750,500,ft20
640902,8,750,500,abz9
640902,8,750,500,la04
640902,8,750,500,la03
640902,8,750,500,abz6
640902,8,750,500,la02
640902,8,750,500,abz5
640902,8,750,500,la01
640902,8,1000,500,ft10
640902,8,1000,500,abz7
640902,8,1000,500,ft20
640902,8,1000,500,abz9
640902,8,1000,500,la04
640902,8,1000,500,la03
640902,8,1000,500,abz6
640902,8,1000,500,la02
640902,8,1000,500,abz5
640902,8,1000,500,la01
640902,8,1000,1000,ft10
640902,8,1000,1000,abz7
640902,8,1000,1000,ft20
640902,8,1000,1000,abz9
640902,8,1000,1000,la04
640902,8,1000,1000,la03
640902,8,1000,1000,abz6
640902,8,1000,1000,la02
640902,8,1000,1000,abz5
640902,8,1000,1000,la01
365103,2,500,500,ft10
365103,2,500,500,abz7
365103,2,500,500,ft20
365103,2,500,500,abz9
365103,2,500,500,la04
365103,2,500,500,la03
365103,2,500,500,abz6
365103,2,500,500,la02
365103,2,500,500,abz5
365103,2,500,500,la01
365103,2,750,500,ft10
365103,2,750,500,abz7
365103,2,750,500,ft20
365103,2,750,500,abz9
365103,2,750,500,la04
365103,2,750,500,la03
365103,2,750,500,abz6
365103,2,750,500,la02
365103,2,750,500,abz5
365103,2,750,500,la01
365103,2,1000,500,ft10
365103,2,1000,500,abz7
365103,2,1000,500,ft20
365103,2,1000,500,abz9
365103,2,1000,500,la04
365103,2,1000,500,la03
365103,2,1000,500,abz6
365103,2,1000,500,la02
365103,2,1000,500,abz5
365103,2,1000,500,la01
365103,2,1000,1000,ft10
365103,2,1000,1000,abz7
365103,2,1000,1000,ft20
365103,2,1000,1000,abz9
365103,2,1000,1000,la04
365103,2,1000,1000,la03
365103,2,1000,1000,abz6
365103,2,1000,1000,la02
365103,2,1000,1000,abz5
365103,2,1000,1000,la01
365103,3,500,500,ft10
365103,3,500,500,abz7
365103,3,500,500,ft20
365103,3,500,500,abz9
365103,3,500,500,la04
365103,3,500,500,la03
365103,3,500,500,abz6
365103,3,500,500,la02
365103,3,500,500,abz5
365103,3,500,500,la01
365103,3,750,500,ft10
365103,3,750,500,abz7
365103,3,750,500,ft20
365103,3,750,500,abz9
365103,3,750,500,la04
365103,3,750,500,la03
365103,3,750,500,abz6
365103,3,750,500,la02
365103,3,750,500,abz5
365103,3,750,500,la01
365103,3,1000,500,ft10
365103,3,1000,500,abz7
365103,3,1000,500,ft20
365103,3,1000,500,abz9
365103,3,1000,500,la04
365103,3,1000,500,la03
365103,3,1000,500,abz6
365103,3,1000,500,la02
365103,3,1000,500,abz5
365103,3,1000,500,la01
365103,3,1000,1000,ft10
365103,3,1000,1000,abz7
365103,3,1000,1000,ft20
365103,3,1000,1000,abz9
365103,3,1000,1000,la04
365103,3,1000,1000,la03
365103,3,1000,1000,abz6
365103,3,1000,1000,la02
365103,3,1000,1000,abz5
365103,3,1000,1000,la01
365103,4,500,500,ft10
365103,4,500,500,abz7
365103,4,500,500,ft20
365103,4,500,500,abz9
365103,4,500,500,la04
365103,4,500,500,la03
365103,4,500,500,abz6
365103,4,500,500,la02
365103,4,500,500,abz5
365103,4,500,500,la01
365103,4,750,500,ft10
365103,4,750,500,abz7
365103,4,750,500,ft20
365103,4,750,500,abz9
365103,4,750,500,la04
365103,4,750,500,la03
365103,4,750,500,abz6
365103,4,750,500,la02
365103,4,750,500,abz5
365103,4,750,500,la01
365103,4,1000,500,ft10
365103,4,1000,500,abz7
365103,4,1000,500,ft20
365103,4,1000,500,abz9
365103,4,1000,500,la04
365103,4,1000,500,la03
365103,4,1000,500,abz6
365103,4,1000,500,la02
365103,4,1000,500,abz5
365103,4,1000,500,la01
365103,4,1000,1000,ft10
365103,4,1000,1000,abz7
365103,4,1000,1000,ft20
365103,4,1000,1000,abz9
365103,4,1000,1000,la04
365103,4,1000,1000,la03
365103,4,1000,1000,abz6
365103,4,1000,1000,la02
365103,4,1000,1000,abz5
365103,4,1000,1000,la01
365103,6,500,500,ft10
365103,6,500,500,abz7
365103,6,500,500,ft20
365103,6,500,500,abz9
365103,6,500,500,la04
365103,6,500,500,la03
365103,6,500,500,abz6
365103,6,500,500,la02
365103,6,500,500,abz5
365103,6,500,500,la01
365103,6,750,500,ft10
365103,6,750,500,abz7
365103,6,750,500,ft20
365103,6,750,500,abz9
365103,6,750,500,la04
365103,6,750,500,la03
365103,6,750,500,abz6
365103,6,750,500,la02
365103,6,750,500,abz5
365103,6,750,500,la01
365103,6,1000,500,ft10
365103,6,1000,500,abz7
365103,6,1000,500,ft20
365103,6,1000,500,abz9
365103,6,1000,500,la04
365103,6,1000,500,la03
365103,6,1000,500,abz6
365103,6,1000,500,la02
365103,6,1000,500,abz5
365103,6,1000,500,la01
365103,6,1000,1000,ft10
365103,6,1000,1000,abz7
365103,6,1000,1000,ft20
365103,6,1000,1000,abz9
365103,6,1000,1000,la04
365103,6,1000,1000,la03
365103,6,1000,1000,abz6
365103,6,1000,1000,la02
365103,6,1000,1000,abz5
365103,6,1000,1000,la01
365103,8,500,500,ft10
365103,8,500,500,abz7
365103,8,500,500,ft20
365103,8,500,500,abz9
365103,8,500,500,la04
365103,8,500,500,la03
365103,8,500,500,abz6
365103,8,500,500,la02
365103,8,500,500,abz5
365103,8,500,500,la01
365103,8,750,500,ft10
365103,8,750,500,abz7
365103,8,750,500,ft20
365103,8,750,500,abz9
365103,8,750,500,la04
365103,8,750,500,la03
365103,8,750,500,abz6
365103,8,750,500,la02
365103,8,750,500,abz5
365103,8,750,500,la01
365103,8,1000,500,ft10
365103,8,1000,500,abz7
365103,8,1000,500,ft20
365103,8,1000,500,abz9
365103,8,1000,500,la04
365103,8,1000,500,la03
365103,8,1000,500,abz6
365103,8,1000,500,la02
365103,8,1000,500,abz5
365103,8,1000,500,la01
365103,8,1000,1000,ft10
365103,8,1000,1000,abz7
365103,8,1000,1000,ft20
365103,8,1000,1000,abz9
365103,8,1000,1000,la04
365103,8,1000,1000,la03
365103,8,1000,1000,abz6
365103,8,1000,1000,la02
365103,8,1000,1000,abz5
365103,8,1000,1000,la01
775221,2,500,500,ft10
775221,2,500,500,abz7
775221,2,500,500,ft20
775221,2,500,500,abz9
775221,2,500,500,la04
775221,2,500,500,la03
775221,2,500,500,abz6
775221,2,500,500,la02
775221,2,500,500,abz5
775221,2,500,500,la01
775221,2,750,500,ft10
775221,2,750,500,abz7
775221,2,750,500,ft20
775221,2,750,500,abz9
775221,2,750,500,la04
775221,2,750,500,la03
775221,2,750,500,abz6
775221,2,750,500,la02
775221,2,750,500,abz5
775221,2,750,500,la01
775221,2,1000,500,ft10
775221,2,1000,500,abz7
775221,2,1000,500,ft20
775221,2,1000,500,abz9
775221,2,1000,500,la04
775221,2,1000,500,la03
775221,2,1000,500,abz6
775221,2,1000,500,la02
775221,2,1000,500,abz5
775221,2,1000,500,la01
775221,2,1000,1000,ft10
775221,2,1000,1000,abz7
775221,2,1000,1000,ft20
775221,2,1000,1000,abz9
775221,2,1000,1000,la04
775221,2,1000,1000,la03
775221,2,1000,1000,abz6
775221,2,1000,1000,la02
775221,2,1000,1000,abz5
775221,2,1000,1000,la01
775221,3,500,500,ft10
775221,3,500,500,abz7
775221,3,500,500,ft20
775221,3,500,500,abz9
775221,3,500,500,la04
775221,3,500,500,la03
775221,3,500,500,abz6
775221,3,500,500,la02
775221,3,500,500,abz5
775221,3,500,500,la01
775221,3,750,500,ft10
775221,3,750,500,abz7
775221,3,750,500,ft20
775221,3,750,500,abz9
775221,3,750,500,la04
775221,3,750,500,la03
775221,3,750,500,abz6
775221,3,750,500,la02
775221,3,750,500,abz5
775221,3,750,500,la01
775221,3,1000,500,ft10
775221,3,1000,500,abz7
775221,3,1000,500,ft20
775221,3,1000,500,abz9
775221,3,1000,500,la04
775221,3,1000,500,la03
775221,3,1000,500,abz6
775221,3,1000,500,la02
775221,3,1000,500,abz5
775221,3,1000,500,la01
775221,3,1000,1000,ft10
775221,3,1000,1000,abz7
775221,3,1000,1000,ft20
775221,3,1000,1000,abz9
775221,3,1000,1000,la04
775221,3,1000,1000,la03
775221,3,1000,1000,abz6
775221,3,1000,1000,la02
775221,3,1000,1000,abz5
775221,3,1000,1000,la01
775221,4,500,500,ft10
775221,4,500,500,abz7
775221,4,500,500,ft20
775221,4,500,500,abz9
775221,4,500,500,la04
775221,4,500,500,la03
775221,4,500,500,abz6
775221,4,500,500,la02
775221,4,500,500,abz5
775221,4,500,500,la01
775221,4,750,500,ft10
775221,4,750,500,abz7
775221,4,750,500,ft20
775221,4,750,500,abz9
775221,4,750,500,la04
775221,4,750,500,la03
775221,4,750,500,abz6
775221,4,750,500,la02
775221,4,750,500,abz5
775221,4,750,500,la01
775221,4,1000,500,ft10
775221,4,1000,500,abz7
775221,4,1000,500,ft20
775221,4,1000,500,abz9
775221,4,1000,500,la04
775221,4,1000,500,la03
775221,4,1000,500,abz6
775221,4,1000,500,la02
775221,4,1000,500,abz5
775221,4,1000,500,la01
775221,4,1000,1000,ft10
775221,4,1000,1000,abz7
775221,4,1000,1000,ft20
775221,4,1000,1000,abz9
775221,4,1000,1000,la04
775221,4,1000,1000,la03
775221,4,1000,1000,abz6
775221,4,1000,1000,la02
775221,4,1000,1000,abz5
775221,4,1000,1000,la01
775221,6,500,500,ft10
775221,6,500,500,abz7
775221,6,500,500,ft20
775221,6,500,500,abz9
775221,6,500,500,la04
775221,6,500,500,la03
775221,6,500,500,abz6
775221,6,500,500,la02
775221,6,500,500,abz5
775221,6,500,500,la01
775221,6,750,500,ft10
775221,6,750,500,abz7
775221,6,750,500,ft20
775221,6,750,500,abz9
775221,6,750,500,la04
775221,6,750,500,la03
775221,6,750,500,abz6
775221,6,750,500,la02
775221,6,750,500,abz5
775221,6,750,500,la01
775221,6,1000,500,ft10
775221,6,1000,500,abz7
775221,6,1000,500,ft20
775221,6,1000,500,abz9
775221,6,1000,500,la04
775221,6,1000,500,la03
775221,6,1000,500,abz6
775221,6,1000,500,la02
775221,6,1000,500,abz5
775221,6,1000,500,la01
775221,6,1000,1000,ft10
775221,6,1000,1000,abz7
775221,6,1000,1000,ft20
775221,6,1000,1000,abz9
775221,6,1000,1000,la04
775221,6,1000,1000,la03
775221,6,1000,1000,abz6
775221,6,1000,1000,la02
775221,6,1000,1000,abz5
775221,6,1000,1000,la01
775221,8,500,500,ft10
775221,8,500,500,abz7
775221,8,500,500,ft20
775221,8,500,500,abz9
775221,8,500,500,la04
775221,8,500,500,la03
775221,8,500,500,abz6
775221,8,500,500,la02
775221,8,500,500,abz5
775221,8,500,500,la01
775221,8,750,500,ft10
775221,8,750,500,abz7
775221,8,750,500,ft20
775221,8,750,500,abz9
775221,8,750,500,la04
775221,8,750,500,la03
775221,8,750,500,abz6
775221,8,750,500,la02
775221,8,750,500,abz5
775221,8,750,500,la01
775221,8,1000,500,ft10
775221,8,1000,500,abz7
775221,8,1000,500,ft20
775221,8,1000,500,abz9
775221,8,1000,500,la04
775221,8,1000,500,la03
775221,8,1000,500,abz6
775221,8,1000,500,la02
775221,8,1000,500,abz5
775221,8,1000,500,la01
775221,8,1000,1000,ft10
775221,8,1000,1000,abz7
775221,8,1000,1000,ft20
775221,8,1000,1000,abz9
775221,8,1000,1000,la04
775221,8,1000,1000,la03
775221,8,1000,1000,abz6
775221,8,1000,1000,la02
775221,8,1000,1000,abz5
775221,8,1000,1000,la01
140997,2,500,500,ft10
140997,2,500,500,abz7
140997,2,500,500,ft20
140997,2,500,500,abz9
140997,2,500,500,la04
140997,2,500,500,la03
140997,2,500,500,abz6
140997,2,500,500,la02
140997,2,500,500,abz5
140997,2,500,500,la01
140997,2,750,500,ft10
140997,2,750,500,abz7
140997,2,750,500,ft20
140997,2,750,500,abz9
140997,2,750,500,la04
140997,2,750,500,la03
140997,2,750,500,abz6
140997,2,750,500,la02
140997,2,750,500,abz5
140997,2,750,500,la01
140997,2,1000,500,ft10
140997,2,1000,500,abz7
140997,2,1000,500,ft20
140997,2,1000,500,abz9
140997,2,1000,500,la04
140997,2,1000,500,la03
140997,2,1000,500,abz6
140997,2,1000,500,la02
140997,2,1000,500,abz5
140997,2,1000,500,la01
140997,2,1000,1000,ft10
140997,2,1000,1000,abz7
140997,2,1000,1000,ft20
140997,2,1000,1000,abz9
140997,2,1000,1000,la04
140997,2,1000,1000,la03
140997,2,1000,1000,abz6
140997,2,1000,1000,la02
140997,2,1000,1000,abz5
140997,2,1000,1000,la01
140997,3,500,500,ft10
140997,3,500,500,abz7
140997,3,500,500,ft20
140997,3,500,500,abz9
140997,3,500,500,la04
140997,3,500,500,la03
140997,3,500,500,abz6
140997,3,500,500,la02
140997,3,500,500,abz5
140997,3,500,500,la01
140997,3,750,500,ft10
140997,3,750,500,abz7
140997,3,750,500,ft20
140997,3,750,500,abz9
140997,3,750,500,la04
140997,3,750,500,la03
140997,3,750,500,abz6
140997,3,750,500,la02
140997,3,750,500,abz5
140997,3,750,500,la01
140997,3,1000,500,ft10
140997,3,1000,500,abz7
140997,3,1000,500,ft20
140997,3,1000,500,abz9
140997,3,1000,500,la04
140997,3,1000,500,la03
140997,3,1000,500,abz6
140997,3,1000,500,la02
140997,3,1000,500,abz5
140997,3,1000,500,la01
140997,3,1000,1000,ft10
140997,3,1000,1000,abz7
140997,3,1000,1000,ft20
140997,3,1000,1000,abz9
140997,3,1000,1000,la04
140997,3,1000,1000,la03
140997,3,1000,1000,abz6
140997,3,1000,1000,la02
140997,3,1000,1000,abz5
140997,3,1000,1000,la01
140997,4,500,500,ft10
140997,4,500,500,abz7
140997,4,500,500,ft20
140997,4,500,500,abz9
140997,4,500,500,la04
140997,4,500,500,la03
140997,4,500,500,abz6
140997,4,500,500,la02
140997,4,500,500,abz5
140997,4,500,500,la01
140997,4,750,500,ft10
140997,4,750,500,abz7
140997,4,750,500,ft20
140997,4,750,500,abz9
140997,4,750,500,la04
140997,4,750,500,la03
140997,4,750,500,abz6
140997,4,750,500,la02
140997,4,750,500,abz5
140997,4,750,500,la01
140997,4,1000,500,ft10
140997,4,1000,500,abz7
140997,4,1000,500,ft20
140997,4,1000,500,abz9
140997,4,1000,500,la04
140997,4,1000,500,la03
140997,4,1000,500,abz6
140997,4,1000,500,la02
140997,4,1000,500,abz5
140997,4,1000,500,la01
140997,4,1000,1000,ft10
140997,4,1000,1000,abz7
140997,4,1000,1000,ft20
140997,4,1000,1000,abz9
140997,4,1000,1000,la04
140997,4,1000,1000,la03
140997,4,1000,1000,abz6
140997,4,1000,1000,la02
140997,4,1000,1000,abz5
140997,4,1000,1000,la01
140997,6,500,500,ft10
140997,6,500,500,abz7
140997,6,500,500,ft20
140997,6,500,500,abz9
140997,6,500,500,la04
140997,6,500,500,la03
140997,6,500,500,abz6
140997,6,500,500,la02
140997,6,500,500,abz5
140997,6,500,500,la01
140997,6,750,500,ft10
140997,6,750,500,abz7
140997,6,750,500,ft20
140997,6,750,500,abz9
140997,6,750,500,la04
140997,6,750,500,la03
140997,6,750,500,abz6
140997,6,750,500,la02
140997,6,750,500,abz5
140997,6,750,500,la01
140997,6,1000,500,ft10
140997,6,1000,500,abz7
140997,6,1000,500,ft20
140997,6,1000,500,abz9
140997,6,1000,500,la04
140997,6,1000,500,la03
140997,6,1000,500,abz6
140997,6,1000,500,la02
140997,6,1000,500,abz5
140997,6,1000,500,la01
140997,6,1000,1000,ft10
140997,6,1000,1000,abz7
140997,6,1000,1000,ft20
140997,6,1000,1000,abz9
140997,6,1000,1000,la04
140997,6,1000,1000,la03
140997,6,1000,1000,abz6
140997,6,1000,1000,la02
140997,6,1000,1000,abz5
140997,6,1000,1000,la01
140997,8,500,500,ft10
140997,8,500,500,abz7
140997,8,500,500,ft20
140997,8,500,500,abz9
140997,8,500,500,la04
140997,8,500,500,la03
140997,8,500,500,abz6
140997,8,500,500,la02
140997,8,500,500,abz5
140997,8,500,500,la01
140997,8,750,500,ft10
140997,8,750,500,abz7
140997,8,750,500,ft20
140997,8,750,500,abz9
140997,8,750,500,la04
140997,8,750,500,la03
140997,8,750,500,abz6
140997,8,750,500,la02
140997,8,750,500,abz5
140997,8,750,500,la01
140997,8,1000,500,ft10
140997,8,1000,500,abz7
140997,8,1000,500,ft20
140997,8,1000,500,abz9
140997,8,1000,500,la04
140997,8,1000,500,la03
140997,8,1000,500,abz6
140997,8,1000,500,la02
140997,8,1000,500,abz5
140997,8,1000,500,la01
140997,8,1000,1000,ft10
140997,8,1000,1000,abz7
140997,8,1000,1000,ft20
140997,8,1000,1000,abz9
140997,8,1000,1000,la04
140997,8,1000,1000,la03
140997,8,1000,1000,abz6
140997,8,1000,1000,la02
140997,8,1000,1000,abz5
140997,8,1000,1000,la01
620743,2,500,500,ft10
620743,2,500,500,abz7
620743,2,500,500,ft20
620743,2,500,500,abz9
620743,2,500,500,la04
620743,2,500,500,la03
620743,2,500,500,abz6
620743,2,500,500,la02
620743,2,500,500,abz5
620743,2,500,500,la01
620743,2,750,500,ft10
620743,2,750,500,abz7
620743,2,750,500,ft20
620743,2,750,500,abz9
620743,2,750,500,la04
620743,2,750,500,la03
620743,2,750,500,abz6
620743,2,750,500,la02
620743,2,750,500,abz5
620743,2,750,500,la01
620743,2,1000,500,ft10
620743,2,1000,500,abz7
620743,2,1000,500,ft20
620743,2,1000,500,abz9
620743,2,1000,500,la04
620743,2,1000,500,la03
620743,2,1000,500,abz6
620743,2,1000,500,la02
620743,2,1000,500,abz5
620743,2,1000,500,la01
620743,2,1000,1000,ft10
620743,2,1000,1000,abz7
620743,2,1000,1000,ft20
620743,2,1000,1000,abz9
620743,2,1000,1000,la04
620743,2,1000,1000,la03
620743,2,1000,1000,abz6
620743,2,1000,1000,la02
620743,2,1000,1000,abz5
620743,2,1000,1000,la01
620743,3,500,500,ft10
620743,3,500,500,abz7
620743,3,500,500,ft20
620743,3,500,500,abz9
620743,3,500,500,la04
620743,3,500,500,la03
620743,3,500,500,abz6
620743,3,500,500,la02
620743,3,500,500,abz5
620743,3,500,500,la01
620743,3,750,500,ft10
620743,3,750,500,abz7
620743,3,750,500,ft20
620743,3,750,500,abz9
620743,3,750,500,la04
620743,3,750,500,la03
620743,3,750,500,abz6
620743,3,750,500,la02
620743,3,750,500,abz5
620743,3,750,500,la01
620743,3,1000,500,ft10
620743,3,1000,500,abz7
620743,3,1000,500,ft20
620743,3,1000,500,abz9
620743,3,1000,500,la04
620743,3,1000,500,la03
620743,3,1000,500,abz6
620743,3,1000,500,la02
620743,3,1000,500,abz5
620743,3,1000,500,la01
620743,3,1000,1000,ft10
620743,3,1000,1000,abz7
620743,3,1000,1000,ft20
620743,3,1000,1000,abz9
620743,3,1000,1000,la04
620743,3,1000,1000,la03
620743,3,1000,1000,abz6
620743,3,1000,1000,la02
620743,3,1000,1000,abz5
620743,3,1000,1000,la01
620743,4,500,500,ft10
620743,4,500,500,abz7
620743,4,500,500,ft20
620743,4,500,500,abz9
620743,4,500,500,la04
620743,4,500,500,la03
620743,4,500,500,abz6
620743,4,500,500,la02
620743,4,500,500,abz5
620743,4,500,500,la01
620743,4,750,500,ft10
620743,4,750,500,abz7
620743,4,750,500,ft20
